"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade"
"513","Bolomys temchuki",817135,"Cricetidae","Rodentia",47.2,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"514","Bolomys urichi",435931,"Cricetidae","Rodentia",44.84,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"515","Boneia bidens",798253,"Pteropodidae","Chiroptera",62.39,2,"Yes",NA,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"516","Boromys offella",3610481,"Echimyidae","Rodentia",272.28,0,"Yes",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"517","Boromys torrei",3611111,"Echimyidae","Rodentia",272.28,0,"Yes",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"518","Bos bubalus",6146189,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"519","Bos grunniens",381164,"Bovidae","Artiodactyla",416500,1,"Yes",48.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5967561025824,29.0397216255436,"Domesticated","","Laurasiatheria"
"520","Bos mutus",905084,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"521","Bos nanus",7655534,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"522","Bos primigenius",1066590,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"523","Bos pumilis",7655535,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"524","Bos sauveli",620923,"Bovidae","Artiodactyla",8e+05,1,"Yes",12.566335653016,"Critically Endangered","food_human","handicrafts_jewellery","medicine","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,13,"Wild","","Laurasiatheria"
"525","Bos taurus",490099,"Bovidae","Artiodactyla",9e+05,1,"Yes",-15.1004165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.144425371637,-26.3986586838022,"Wild","","Laurasiatheria"
"526","Boselaphus derbianus",7655537,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"527","Boselaphus tragocamelus",756060,"Bovidae","Artiodactyla",169000,1,"Yes",26.825257,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.9653569590374,25.083222065518,"Partially-domesticated","","Laurasiatheria"
"528","Brachiones przewalskii",89265,"Muridae","Rodentia",61.11,2,"Yes",38.25,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.9999999999998,39.0070679488901,"Wild","","Euarchontoglires"
"529","Brachylagus idahoensis",923726,"Leporidae","Lagomorpha",421.34,1,"Yes",41.9606675261641,"Least Concern","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.161772249354,41.4422412672767,"Wild","","Euarchontoglires"
"530","Brachyphylla cavernarum",456526,"Phyllostomidae","Chiroptera",46.17,1,"Yes",18.057893,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.220247767005,16.6375050257454,"Wild","","Laurasiatheria"
"531","Brachytarsomys albicauda",441614,"Nesomyidae","Rodentia",200,1,"Yes",-19.296434,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1917116310733,-18.2381563472397,"Wild","","Euarchontoglires"
"532","Brachytarsomys villosa",3608553,"Nesomyidae","Rodentia",220,1,"Yes",-14.7741665,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,-15,"Wild","","Euarchontoglires"
"533","Brachyteles arachnoides",1058645,"Atelidae","Primates",13499.88,1,"Yes",-20.7667,"Critically Endangered","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.0089622002776,-20.688808788424,"Wild","","Euarchontoglires"
"534","Brachyteles hypoxanthus",574171,"Atelidae","Primates",13499.88,0,"Yes",-20.278311,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.6694849574037,-20.345032480364,"Wild","","Euarchontoglires"
"535","Brachyuromys betsileoensis",441611,"Nesomyidae","Rodentia",92.5,1,"Yes",-21.22,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0000000000002,-21.0301861422568,"Wild","","Euarchontoglires"
"536","Brachyuromys ramirohitra",277060,"Nesomyidae","Rodentia",90,1,"Yes",-21.2233335,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9999999999999,-20.0127119247471,"Wild","","Euarchontoglires"
"537","Bradypus pygmaeus",736497,"Bradypodidae","Pilosa",4022.57,0,"Yes",9.05264,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,9,"Wild","","Xenarthra"
"538","Bradypus torquatus",759319,"Bradypodidae","Pilosa",3899.96,1,"Yes",-19.929431,"Vulnerable","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.0000000000001,-20.0127119247471,"Wild","","Xenarthra"
"539","Bradypus tridactylus",527342,"Bradypodidae","Pilosa",3849.99,1,"Yes",5.028825,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.8244301009824,4.82460363943659,"Wild","","Xenarthra"
"540","Bramapithecus thorpei",7655061,"Hominidae","Primates",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"541","Brassomys albidens",3608698,"Muridae","Rodentia",40.4,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"542","Brotomys contractus",3611167,"Echimyidae","Rodentia",272.28,0,"Yes",18.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,19,"Wild","","Euarchontoglires"
"543","Brotomys voratus",3611106,"Echimyidae","Rodentia",272.28,0,"Yes",18.32,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0000000000003,19.0030052338495,"Wild","","Euarchontoglires"
"544","Brucepattersonius griserufescens",4940971,"Cricetidae","Rodentia",20,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"545","Brucepattersonius guarani",4940970,"Cricetidae","Rodentia",30.87,0,"Yes",-27.209546,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55,-27,"Wild","","Euarchontoglires"
"546","Brucepattersonius igniventris",540519,"Cricetidae","Rodentia",32,1,"Yes",-24.333333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49,-25,"Wild","","Euarchontoglires"
"547","Brucepattersonius iheringi",4940968,"Cricetidae","Rodentia",43,1,"Yes",-26.98333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.0000000000003,-27.0044471007295,"Wild","","Euarchontoglires"
"548","Brucepattersonius misionensis",4940969,"Cricetidae","Rodentia",43,1,"Yes",-27.0801325,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.0000000000003,-27.0044471007295,"Wild","","Euarchontoglires"
"549","Brucepattersonius paradisus",4940972,"Cricetidae","Rodentia",30.87,0,"Yes",-26.4536245,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.9999999999999,-26.0170349623016,"Wild","","Euarchontoglires"
"550","Brucepattersonius soricinus",365306,"Cricetidae","Rodentia",30.87,0,"Yes",-23.9340595755335,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.3367971475357,-23.6808839089492,"Wild","","Euarchontoglires"
"551","Bubalus andersoni",7655538,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"552","Bubalus brachyceros",7655539,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"553","Bubalus carabanensis",116346,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"554","Bubalus centralis",7655540,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"555","Bubalus depressicornis",346060,"Bovidae","Artiodactyla",3e+05,1,"Yes",0.316667,"Endangered","food_human","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,-4.00244214969981,"Wild","","Laurasiatheria"
"556","Bubalus mephistopheles",5557506,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"557","Bubalus mindorensis",989909,"Bovidae","Artiodactyla",233333.33,1,"Yes",12.9787185,"Critically Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,15.0210697853835,"Wild","","Laurasiatheria"
"558","Bubalus nilssoni",7655541,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"559","Bubalus planiceros",7655542,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"560","Bubalus quarlesi",463449,"Bovidae","Artiodactyla",150000,1,"Yes",-1.938559,"Endangered","food_human","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,-3.00045740230188,"Wild","","Laurasiatheria"
"561","Budorcas bedfordi",7655548,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"562","Bullimus bagobus",931920,"Muridae","Rodentia",432.5,1,"Yes",8.217,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.998370962511,9.35545626778543,"Wild","","Euarchontoglires"
"563","Bullimus gamay",931923,"Muridae","Rodentia",367.8,1,"Yes",9.1832,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,9,"Wild","","Euarchontoglires"
"564","Bullimus luzonicus",931922,"Muridae","Rodentia",445,1,"Yes",16.25527,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.802500414237,17.4208421836971,"Wild","","Euarchontoglires"
"565","Bunolagus monticularis",923729,"Leporidae","Lagomorpha",1750.01,1,"Yes",-29.3613295,"Critically Endangered","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-33.0056680518072,"Wild","","Euarchontoglires"
"566","Bunomys andrewsi",742015,"Muridae","Rodentia",125,1,"Yes",-2.79281,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.333062424702,-2.33451692538573,"Wild","","Euarchontoglires"
"567","Bunomys chrysocomus",481162,"Muridae","Rodentia",116,1,"Yes",-1.183333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.199707252132,-0.200967736891119,"Wild","","Euarchontoglires"
"568","Bunomys chrysocomys",7654737,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"569","Bunomys coelestis",3608757,"Muridae","Rodentia",120,1,"Yes",-5.304112,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,-5,"Wild","","Euarchontoglires"
"570","Bunomys fratrorum",3608754,"Muridae","Rodentia",135,1,"Yes",1.10607,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,1.00015234351658,"Wild","","Euarchontoglires"
"571","Bunomys karokophilus",6144884,"Muridae","Rodentia",NA,NA,"Yes",-1.183333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,-1,"Wild","","Euarchontoglires"
"572","Bunomys penitus",3608755,"Muridae","Rodentia",170,1,"Yes",-3.40755,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.333062424702,-2.33451692538573,"Wild","","Euarchontoglires"
"573","Bunomys prolatus",3608753,"Muridae","Rodentia",131,1,"Yes",-1.212911,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,-1,"Wild","","Euarchontoglires"
"574","Bunomys torajae",6144885,"Muridae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"575","Burramys parvus",277687,"Burramyidae","Diprotodontia",41.5,1,"Yes",-36.420355,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.378281894761,-35.4473968234785,"Wild","","Marsupials & monotremes"
"576","Cabassous centralis",4119200,"Dasypodidae","Cingulata",3809.96,1,"Yes",6.02,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.9970194021613,7.51940037162879,"Wild","","Xenarthra"
"577","Cabassous chacoensis",4119201,"Dasypodidae","Cingulata",1490.01,1,"Yes",-27.0958635,"Near Threatened","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.9999999999994,-29.0048379862776,"Wild","","Xenarthra"
"578","Cabassous tatouay",4119202,"Dasypodidae","Cingulata",5349.95,1,"Yes",-25.709615,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.9999999999997,-26.5138952676609,"Wild","","Xenarthra"
"579","Cabassous unicinctus",1014321,"Dasypodidae","Cingulata",4799.99,1,"Yes",0.48547,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59,4.0024421496998,"Wild","","Xenarthra"
"580","Cacajao ayresi",6557,"Pitheciidae","Primates",NA,NA,"Yes",NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"581","Cacajao hosomi",6559,"Pitheciidae","Primates",NA,NA,"Yes",NA,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"582","Cacajao melanocephalus",1022358,"Pitheciidae","Primates",3100,1,"Yes",1.497128,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69,-2.00121958443328,"Wild","","Euarchontoglires"
"583","Cacajao rubicundus",4319,"Pitheciidae","Primates",NA,NA,"Yes",-8.2498205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.9999999999998,-13.0020149689628,"Wild","","Euarchontoglires"
"584","Caenolestes caniventer",3606854,"Caenolestidae","Paucituberculata",40,1,"Yes",-5.268429,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-5.00687923771456,"Wild","","Marsupials & monotremes"
"585","Caenolestes condorensis",3606857,"Caenolestidae","Paucituberculata",47.81,1,"Yes",-3.4504165,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-3,"Wild","","Marsupials & monotremes"
"586","Caenolestes convelatus",3606853,"Caenolestidae","Paucituberculata",40,1,"Yes",6.0833335,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,6.00367070585999,"Wild","","Marsupials & monotremes"
"587","Caenolestes fuliginosus",306784,"Caenolestidae","Paucituberculata",27.8,1,"Yes",4.49537,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.6630687132387,2.67875522017951,"Wild","","Marsupials & monotremes"
"588","Caenolestes sangay",5265285,"Caenolestidae","Paucituberculata",NA,NA,"Yes",-2.2374395,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-3,"Wild","","Marsupials & monotremes"
"589","Calassomys apicalis",6144737,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"590","Calcochloris tytonis",3607174,"Chrysochloridae","Afrosoricida",49.7,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Afrotheria"
"591","Callicebus barbarabrownae",3607590,"Pitheciidae","Primates",1011.32,0,"Yes",NA,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"592","Callicebus caquetensis",5925586,"Pitheciidae","Primates",NA,NA,"Yes",NA,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"593","Callicebus castaneoventris",7655122,"Pitheciidae","Primates",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"594","Callicebus coimbrai",210726,"Pitheciidae","Primates",1011.32,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"595","Callicebus discolor",3607578,"Pitheciidae","Primates",1005,1,"Yes",NA,"Least Concern","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"596","Callicebus dubius",3607587,"Pitheciidae","Primates",992.41,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"597","Callicebus melanochir",3607582,"Pitheciidae","Primates",1370,1,"Yes",-12.68189,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51,-15.0023386074297,"Wild","","Euarchontoglires"
"598","Callicebus nigrifrons",210741,"Pitheciidae","Primates",1011.32,0,"Yes",-20.581973,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.7113978119881,-21.5835396399949,"Wild","","Euarchontoglires"
"599","Callicebus ornatus",3607575,"Pitheciidae","Primates",1170.5,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"600","Callimico goeldii",489230,"Cebidae","Primates",480,1,"Yes",-8.666667,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.9966042159525,-11.0118886361009,"Wild","","Euarchontoglires"
"601","Callistomys pictus",3609815,"Echimyidae","Rodentia",518.99,1,"Yes",-11.28517,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41,-11,"Wild","","Euarchontoglires"
"602","Callithrix aurita",341886,"Cebidae","Primates",342,1,"Yes",-21.14414,"Endangered","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.5052718843089,-22.5115323004248,"Wild","","Euarchontoglires"
"603","Callithrix flaviceps",3607562,"Cebidae","Primates",342,1,"Yes",-19.935556,"Critically Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.6638364112056,-19.6782725515747,"Wild","","Euarchontoglires"
"604","Callithrix geoffroyi",683989,"Cebidae","Primates",342,1,"Yes",-1.333,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.5145145522506,-4.99134206062297,"Wild","","Euarchontoglires"
"605","Callithrix humeralifer",7655105,"Cebidae","Primates",NA,NA,"Yes",-3.124012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56,-4.00244214969981,"Wild","sibling_higher","Euarchontoglires"
"606","Callithrix humilis",298261,"Cebidae","Primates",335.61,0,"Yes",NA,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"607","Callithrix jacchus",1015223,"Cebidae","Primates",292,1,"Yes",-16.0325901435803,"Least Concern","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.420342241542,-8.37491827971381,"Wild","","Euarchontoglires"
"608","Callithrix kuhlii",947308,"Cebidae","Primates",342,1,"Yes",-15.391743,"Vulnerable","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.9999999999999,-15.0023386074297,"Wild","","Euarchontoglires"
"609","Callithrix pencillata",7655106,"Cebidae","Primates",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"610","Callithrix penicillata",341908,"Cebidae","Primates",342,1,"Yes",-19.953433,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.3369354397769,-19.8883267178861,"Wild","","Euarchontoglires"
"611","Callithrix pygmaea",489225,"Cebidae","Primates",125,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"612","Callorhinus ursinus",949693,"Otariidae","Carnivora",45133,1,"Yes",56.87582,"Vulnerable","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168.595600575029,57.2670256416956,"Wild","","Laurasiatheria"
"613","Callosciurus adamsi",3609167,"Sciuridae","Rodentia",134.5,1,"Yes",5.873574,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,5.00076357997973,"Wild","","Euarchontoglires"
"614","Callosciurus baluensis",3609166,"Sciuridae","Rodentia",356,1,"Yes",6.02477,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,1.00015234351658,"Wild","","Euarchontoglires"
"615","Callosciurus caniceps",504021,"Sciuridae","Rodentia",257,1,"Yes",NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"616","Callosciurus honkhoaiensis",7067500,"Sciuridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"617","Callosciurus inornatus",3609162,"Sciuridae","Rodentia",325,1,"Yes",21.7666655,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.403390689592,21.8136631924043,"Wild","","Euarchontoglires"
"618","Callosciurus melanogaster",3609165,"Sciuridae","Rodentia",278,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"619","Callosciurus nigrovittatus",371119,"Sciuridae","Rodentia",202,1,"Yes",-6.33293,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.111262310888,1.44735976419075,"Wild","","Euarchontoglires"
