"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","logh","logh1","logmass","x","y","status","domestication","clade"
"4254","Notiosorex villai","villai","Notiosorex",0,0,0,0,0,NA,0,0,0,0,3614370,"Soricidae","Soricomorpha",4.82,0,"Yes",23.3538857218963,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.68304703823885,-99,23,NA,"Wild","Laurasiatheria"
"4255","Notochoerus compactus","compactus","Notochoerus",0,0,0,0,0,NA,0,0,0,0,7655724,"Suidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4256","Notochoerus dietrichi","dietrichi","Notochoerus",0,0,0,0,0,NA,0,0,0,0,7655725,"Suidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4257","Notocitellus adocetus","adocetus","Notocitellus",4,52,4,4,0,48,2,0.042,1,0,934737,"Sciuridae","Rodentia",NA,NA,"Yes",18.269722,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,-100.244814913315,18.5184727243028,NA,"Wild","Euarchontoglires"
"4258","Notocitellus annulatus","annulatus","Notocitellus",0,0,0,0,0,NA,0,0,0,0,359117,"Sciuridae","Rodentia",NA,NA,"Yes",19.3028089754724,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,-102.616093554197,19.6337014878038,NA,"Wild","Euarchontoglires"
"4259","Notomys alexis","alexis","Notomys",138,2448,54,136,1,52,26,0.5,72,3,136543,"Muridae","Rodentia",35,1,"Yes",-25.239452,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.43136376415899,1.54406804435028,127.784467231886,-25.3851493308205,NA,"Wild","Euarchontoglires"
"4260","Notomys amplus","amplus","Notomys",1,10,1,1,0,32,1,0.031,1,0,3608619,"Muridae","Rodentia",90,1,"Yes",-25.348597,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.95424250943932,131.499792654568,-23.0259652007955,NA,"Wild","Euarchontoglires"
"4261","Notomys aquilo","aquilo","Notomys",8,73,3,8,0,22,5,0.227,2,0,66761,"Muridae","Rodentia",39,1,"Yes",-13.86526,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,1.5910646070265,136,-14.0087077749104,NA,"Wild","Euarchontoglires"
"4262","Notomys cervinus","cervinus","Notomys",15,321,12,14,0,52,10,0.192,10,1,66759,"Muridae","Rodentia",35,1,"Yes",-26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,1.54406804435028,140,-26.0682587351124,NA,"Wild","Euarchontoglires"
"4263","Notomys fuscus","fuscus","Notomys",18,451,10,18,0,41,11,0.268,11,3,156335,"Muridae","Rodentia",35,1,"Yes",-29.3998,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515822,1.07918124604762,1.54406804435028,139.258824858149,-28.8407194660397,NA,"Wild","Euarchontoglires"
"4264","Notomys longicaudatus","longicaudatus","Notomys",3,34,2,3,0,44,2,0.045,2,0,3608617,"Muridae","Rodentia",100,1,"Yes",-22.2985825,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,2,132.196517124898,-23.428838626546,NA,"Wild","Euarchontoglires"
"4265","Notomys macrotis","macrotis","Notomys",0,0,0,0,0,NA,0,0,0,0,3608620,"Muridae","Rodentia",90,1,"Yes",-27.183,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.95424250943932,151,-27,NA,"Wild","Euarchontoglires"
"4266","Notomys mitchellii","mitchellii","Notomys",6,100,4,6,0,44,5,0.114,3,0,640019,"Muridae","Rodentia",52,1,"Yes",-33.1632,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,1.7160033436348,119.010038766193,-31.3559500197918,NA,"Wild","Euarchontoglires"
"4267","Notomys mordax","mordax","Notomys",1,4,1,1,0,44,1,0.023,0,0,3608618,"Muridae","Rodentia",90,1,"Yes",-27.183,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.95424250943932,151,-27,NA,"Wild","Euarchontoglires"
"4268","Notopteris macdonaldi","macdonaldi","Notopteris",6,54,4,6,0,14,4,0.286,3,0,687485,"Pteropodidae","Chiroptera",65.14,1,"Yes",-18.068031,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,1.81384775422885,178.999999999998,-19.0030052338493,NA,"Wild","Laurasiatheria"
"4269","Notopteris neocaledonica","neocaledonica","Notopteris",0,0,0,0,0,NA,0,0,0,0,3613449,"Pteropodidae","Chiroptera",65.14,0,"Yes",-20.71241,"Endangered","food_human","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.81384775422885,165,-21,NA,"Wild","Laurasiatheria"
"4270","Notoryctes caurinus","caurinus","Notoryctes",1,48,1,1,0,21,1,0.048,1,0,257243,"Notoryctidae","Notoryctemorphia",34,1,"Yes",-19.8,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.53147891704226,122.728335910709,-21.9065513551173,NA,"Wild","Marsupials & monotremes"
"4271","Notoryctes typhlops","typhlops","Notoryctes",25,815,20,21,0,130,12,0.092,13,1,306795,"Notoryctidae","Notoryctemorphia",55,1,"Yes",-25.918558,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.11394335230684,1.74036268949424,131.158892504444,-25.3200665722884,NA,"Wild","Marsupials & monotremes"
"4272","Nyctalus anthonyi","anthonyi","Nyctalus",0,0,0,0,0,NA,0,0,0,0,7656438,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4273","Nyctalus asiaeorientalis","asiaeorientalis","Nyctalus",0,0,0,0,0,NA,0,0,0,0,7656439,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4274","Nyctalus aviator","aviator","Nyctalus",5,81,5,5,0,17,3,0.176,2,1,434673,"Vespertilionidae","Chiroptera",21.85,2,"Yes",37.9202274096478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,1.33945144130644,127.000000000008,37.0065771188724,NA,"Wild","Laurasiatheria"
"4275","Nyctalus azoreum","azoreum","Nyctalus",8,117,8,8,0,28,7,0.25,6,0,286039,"Vespertilionidae","Chiroptera",21.85,2,"Yes",37.86259,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.903089986991944,1.33945144130644,-28.9999999999999,39.0070679488901,NA,"Wild","Laurasiatheria"
"4276","Nyctalus caudatus","caudatus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,7656440,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4277","Nyctalus furvus","furvus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,3613717,"Vespertilionidae","Chiroptera",26.44,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.4222614508136,NA,NA,NA,"Wild","Laurasiatheria"
"4278","Nyctalus lasiopterus","lasiopterus","Nyctalus",48,692,30,46,1,49,12,0.245,17,3,342724,"Vespertilionidae","Chiroptera",49.73,1,"Yes",43.9660375,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.11394335230684,1.69661845923222,0.000415051101431662,42.6257273853234,NA,"Wild","Laurasiatheria"
"4279","Nyctalus montanus","montanus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,3613718,"Vespertilionidae","Chiroptera",21.85,2,"Yes",30.4581327248703,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.33945144130644,82.9999999999994,29.0048379862777,NA,"Wild","Laurasiatheria"
"4280","Nyctalus noctula","noctula","Nyctalus",248,4402,133,239,5,85,34,0.4,108,10,261435,"Vespertilionidae","Chiroptera",28,1,"Yes",51.45,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.54406804435028,1.44715803134222,8.3431768938199,52.139040835417,NA,"Wild","Laurasiatheria"
"4281","Nyctalus plancyi","plancyi","Nyctalus",13,157,12,12,0,15,6,0.4,5,2,835354,"Vespertilionidae","Chiroptera",26.44,0,"Yes",24.443263,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,1.4222614508136,119.991852510026,25.0285251545832,NA,"Wild","Laurasiatheria"
"4282","Nyctalus stenopterus","stenopterus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,7656441,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4283","Nyctalus velutinus","velutinus","Nyctalus",5,66,4,5,0,19,4,0.211,3,0,434672,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4284","Nyctereutes koreensis","koreensis","Nyctereutes",0,0,0,0,0,NA,0,0,0,0,7655964,"Canidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4285","Nycteris arge","arge","Nycteris",3,15,3,3,0,24,3,0.125,0,0,648835,"Nycteridae","Chiroptera",11.95,1,"Yes",4.333333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,1.07736790528416,-3.54525552589602,6.64380579542747,NA,"Wild","Laurasiatheria"
"4286","Nycteris aurita","aurita","Nycteris",0,0,0,0,0,NA,0,0,0,0,3614047,"Nycteridae","Chiroptera",11.86,0,"Yes",0.37485,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.07408468902824,36,1.00015234351658,NA,"Wild","Laurasiatheria"
"4287","Nycteris fuliginosa","fuliginosa","Nycteris",0,0,0,0,0,NA,0,0,0,0,7656351,"Nycteridae","Chiroptera",NA,NA,"Yes",-6.119637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,39,-7,NA,"Wild","Laurasiatheria"
"4288","Nycteris gambiensis","gambiensis","Nycteris",1,14,1,1,0,15,1,0.067,1,0,3614041,"Nycteridae","Chiroptera",6.95,1,"Yes",10.95,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,0.841984804590114,-1.22294871240552,9.23700948566982,NA,"Wild","Laurasiatheria"
"4289","Nycteris grandis","grandis","Nycteris",5,92,3,5,0,40,4,0.1,3,1,215195,"Nycteridae","Chiroptera",30.16,1,"Yes",3.4666665,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,1.47943133719774,-0.996438244153563,6.46014161609685,NA,"Wild","Laurasiatheria"
"4290","Nycteris hispida","hispida","Nycteris",9,211,9,8,0,47,4,0.085,4,1,539628,"Nycteridae","Chiroptera",8.63,1,"Yes",10.12,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,0.93601079571521,33.9293354755604,-0.288693921721316,NA,"Wild","Laurasiatheria"
"4291","Nycteris intermedia","intermedia","Nycteris",0,0,0,0,0,NA,0,0,0,0,3614042,"Nycteridae","Chiroptera",10.65,1,"Yes",5.3211,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.02734960777476,-6,5.00076357997974,NA,"Wild","Laurasiatheria"
"4292","Nycteris javanica","javanica","Nycteris",3,19,3,3,0,28,3,0.107,0,1,787378,"Nycteridae","Chiroptera",17.7,1,"Yes",-6.594444,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,1.24797326636181,111.000000000001,-7.00107163467533,NA,"Wild","Laurasiatheria"
"4293","Nycteris macrotis","macrotis","Nycteris",3,107,3,3,0,14,2,0.143,2,1,1073070,"Nycteridae","Chiroptera",14.46,1,"Yes",6.23,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,1.16016829295851,0.00183683142833171,9.58294983609,NA,"Wild","Laurasiatheria"
"4294","Nycteris madagascariensis","madagascariensis","Nycteris",0,0,0,0,0,NA,0,0,0,0,3614040,"Nycteridae","Chiroptera",17.69,1,"Yes",-21.216667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.24772783290972,46.9999999999997,-21.0033503084762,NA,"Wild","Laurasiatheria"
"4295","Nycteris major","major","Nycteris",0,0,0,0,0,NA,0,0,0,0,3614043,"Nycteridae","Chiroptera",11.21,2,"Yes",2.98333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.04960561259497,-6.33251828603684,6.33676233294076,NA,"Wild","Laurasiatheria"
"4296","Nycteris nana","nana","Nycteris",1,4,1,1,0,35,1,0.029,0,0,3614045,"Nycteridae","Chiroptera",6.95,1,"Yes",3.833333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,0.841984804590114,19,3.00045740230187,NA,"Wild","Laurasiatheria"
"4297","Nycteris parisii","parisii","Nycteris",1,2,1,1,0,33,1,0.03,0,0,3614046,"Nycteridae","Chiroptera",11.86,0,"Yes",11.57,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.07408468902824,15,9.0013823430766,NA,"Wild","Laurasiatheria"
"4298","Nycteris poensis","poensis","Nycteris",0,0,0,0,0,NA,0,0,0,0,7656358,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4299","Nycteris thebaica","thebaica","Nycteris",33,435,24,32,1,50,11,0.22,11,2,342726,"Nycteridae","Chiroptera",9.81,1,"Yes",-3.31104,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515822,1.07918124604762,0.991669007379949,29.3955743720664,-11.7926558278336,NA,"Wild","Laurasiatheria"
"4300","Nycteris tragata","tragata","Nycteris",6,38,5,5,0,24,4,0.167,1,1,498178,"Nycteridae","Chiroptera",14.4,1,"Yes",3.6565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,1.15836249209525,101.331158212935,5.00687923771455,NA,"Wild","Laurasiatheria"
"4301","Nycteris villosa","villosa","Nycteris",0,0,0,0,0,NA,0,0,0,0,7656365,"Nycteridae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4302","Nycteris vinsoni","vinsoni","Nycteris",0,0,0,0,0,NA,0,0,0,0,3614039,"Nycteridae","Chiroptera",11.86,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.07408468902824,NA,NA,NA,"Wild","Laurasiatheria"
"4303","Nycteris woodi","woodi","Nycteris",0,0,0,0,0,NA,0,0,0,0,3614044,"Nycteridae","Chiroptera",7.55,1,"Yes",-15.319252,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.877946951629188,29,-14.0087077749104,NA,"Wild","Laurasiatheria"
"4304","Nycticebus bancanus","bancanus","Nycticebus",2,36,2,2,0,8,2,0.25,1,1,6145319,"Lorisidae","Primates",NA,NA,"Yes",NA,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,NA,NA,NA,"Wild","Euarchontoglires"
"4305","Nycticebus bengalensis","bengalensis","Nycticebus",29,307,16,27,1,23,10,0.435,12,2,1049687,"Lorisidae","Primates",1137.36,1,"Yes",17.2333,"Endangered","food_human","medicine","pets_display_animals_horticulture","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,3.05589795041101,93.0130325634152,25.0431857123169,NA,"Wild","Euarchontoglires"
"4306","Nycticebus borneanus","borneanus","Nycticebus",1,28,1,1,0,8,1,0.125,1,0,6145320,"Lorisidae","Primates",NA,NA,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Euarchontoglires"
"4307","Nycticebus javanicus","javanicus","Nycticebus",25,333,19,21,0,15,10,0.667,10,6,946857,"Lorisidae","Primates",NA,NA,"Yes",-6.6876,"Critically Endangered","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,NA,107,-7.00107163467528,NA,"Wild","Euarchontoglires"
"4308","Nycticebus kayan","kayan","Nycticebus",3,40,3,3,0,8,2,0.25,2,1,6145321,"Lorisidae","Primates",NA,NA,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,NA,NA,NA,"Wild","Euarchontoglires"
"4309","Nycticebus menagensis","menagensis","Nycticebus",12,115,9,12,0,29,5,0.172,3,3,946859,"Lorisidae","Primates",NA,NA,"Yes",5.331857,"Vulnerable","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,NA,118,5.00076357997973,NA,"Wild","Euarchontoglires"
"4310","Nycticebus pygmaeus","pygmaeus","Nycticebus",58,962,34,54,1,48,19,0.396,32,3,101793,"Lorisidae","Primates",900,1,"Yes",12.66666,"Endangered","food_human","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.30102999566398,2.95424250943932,104.594444827921,21.0194557775526,NA,"Wild","Euarchontoglires"
"4311","Nycticeinops schlieffeni","schlieffeni","Nycticeinops",3,31,3,3,0,31,2,0.065,1,0,598495,"Vespertilionidae","Chiroptera",5.05,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,0.703291378118661,NA,NA,NA,"Wild","Laurasiatheria"
"4312","Nycticeius aenobarbus","aenobarbus","Nycticeius",0,0,0,0,0,NA,0,0,0,0,3613889,"Vespertilionidae","Chiroptera",8.99,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.953759691733229,NA,NA,NA,"Wild","Laurasiatheria"
"4313","Nycticeius cubanus","cubanus","Nycticeius",2,24,2,2,0,16,2,0.125,2,0,3613888,"Vespertilionidae","Chiroptera",8.99,0,"Yes",22.58333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,0.953759691733229,-83,23,NA,"Wild","Laurasiatheria"
"4314","Nycticeius humeralis","humeralis","Nycticeius",81,1657,37,78,2,50,19,0.38,31,5,977396,"Vespertilionidae","Chiroptera",8.99,1,"Yes",31.389168290891,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.30102999566398,0.953759691733229,-91.0657969475763,34.0126278749739,NA,"Wild","Laurasiatheria"
"4315","Nyctiellus lepidus","lepidus","Nyctiellus",2,33,2,2,0,18,2,0.111,1,0,120203,"Natalidae","Chiroptera",4.48,2,"Yes",23.4,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,0.651278013998144,-77.669484957404,20.3450324803641,NA,"Wild","Laurasiatheria"
"4316","Nyctimene aello","aello","Nyctimene",0,0,0,0,0,NA,0,0,0,0,798255,"Pteropodidae","Chiroptera",84.26,1,"Yes",-5.08201326066608,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.92562145479083,141,-4.00244214969981,NA,"Wild","Laurasiatheria"
"4317","Nyctimene cephalotes","cephalotes","Nyctimene",1,5,1,1,0,13,1,0.077,0,0,621143,"Pteropodidae","Chiroptera",44.47,1,"Yes",-1.183333,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.64806712944893,120.199902441177,-1.40141375875452,NA,"Wild","Laurasiatheria"
"4318","Nyctimene certans","certans","Nyctimene",0,0,0,0,0,NA,0,0,0,0,48412,"Pteropodidae","Chiroptera",42.1,1,"Yes",-6.7527403116858,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.62428209583567,147,-7.00107163467528,NA,"Wild","Laurasiatheria"
"4319","Nyctimene cyclotis","cyclotis","Nyctimene",0,0,0,0,0,NA,0,0,0,0,3613464,"Pteropodidae","Chiroptera",48,1,"Yes",-7.28489071783642,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.68124123737559,141,-4.00244214969981,NA,"Wild","Laurasiatheria"
"4320","Nyctimene draconilla","draconilla","Nyctimene",0,0,0,0,0,NA,0,0,0,0,3613465,"Pteropodidae","Chiroptera",29,1,"Yes",-3.940847,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.46239799789896,143.000000000002,-7.00107163467539,NA,"Wild","Laurasiatheria"
"4321","Nyctimene keasti","keasti","Nyctimene",0,0,0,0,0,NA,0,0,0,0,3613459,"Pteropodidae","Chiroptera",51.64,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.71298623359438,NA,NA,NA,"Wild","Laurasiatheria"
"4322","Nyctimene major","major","Nyctimene",2,52,2,2,0,51,2,0.039,1,0,192010,"Pteropodidae","Chiroptera",104.15,1,"Yes",-8.45754,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,2.01765927428376,159,-9.00138234307658,NA,"Wild","Laurasiatheria"
"4323","Nyctimene malaitensis","malaitensis","Nyctimene",0,0,0,0,0,NA,0,0,0,0,3613462,"Pteropodidae","Chiroptera",75.39,1,"Yes",-10.56379,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.87731374331224,160.999999999999,-10.0061581575147,NA,"Wild","Laurasiatheria"
"4324","Nyctimene masalai","masalai","Nyctimene",0,0,0,0,0,NA,0,0,0,0,3613458,"Pteropodidae","Chiroptera",52.3,1,"Yes",-4.5015,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.71850168886727,153,-4.00244214969982,NA,"Wild","Laurasiatheria"
"4325","Nyctimene minutus","minutus","Nyctimene",0,0,0,0,0,NA,0,0,0,0,3613461,"Pteropodidae","Chiroptera",45.56,2,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.65858371540706,NA,NA,NA,"Wild","Laurasiatheria"
"4326","Nyctimene rabori","rabori","Nyctimene",2,45,2,2,0,32,1,0.031,1,0,3613466,"Pteropodidae","Chiroptera",67.5,1,"Yes",9.35,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.82930377283102,123.000000000001,11.0152844489671,NA,"Wild","Laurasiatheria"
"4327","Nyctimene robinsoni","robinsoni","Nyctimene",5,72,5,5,0,32,4,0.125,3,0,687483,"Pteropodidae","Chiroptera",49.48,1,"Yes",-17.8667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,1.69442969095708,152.212156878121,-25.857779393328,NA,"Wild","Laurasiatheria"
"4328","Nyctimene sanctacrucis","sanctacrucis","Nyctimene",0,0,0,0,0,NA,0,0,0,0,3613460,"Pteropodidae","Chiroptera",51.64,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.71298623359438,NA,NA,NA,"Wild","Laurasiatheria"
