"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin","sum_gtrends","log_sumgtrends","h_conserv","logh1_conserv","gtrends_bin"
"67","Aethomys bocagei",3608715,"Muridae","Rodentia",79.89,2,"Yes",-9.875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2724097175001,-9.03164365549672,"Wild","","Euarchontoglires","bocagei","Aethomys",1,7,1,1,0,16,1,0.062,0,0,0.301029995663981,1.9024924211586,1,0,3,0,0,0,0,0
"68","Aethomys chrysophilus",911457,"Muridae","Rodentia",74.85,1,"Yes",-22.4167,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8902927277363,-20.585708175387,"Wild","","Euarchontoglires","chrysophilus","Aethomys",40,567,22,38,1,43,15,0.349,25,2,1.20411998265592,1.87419180467907,1,1,3,0,0,2,0.477121254719662,0
"69","Aethomys hindei",3608711,"Muridae","Rodentia",103.5,1,"Yes",3.1333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9984745487729,1.50292101514208,"Wild","","Euarchontoglires","hindei","Aethomys",4,31,4,4,0,45,3,0.067,1,1,0.602059991327962,2.01494034979294,1,0,3,0,0,0,0,0
"70","Aethomys ineptus",411031,"Muridae","Rodentia",133.16,1,"Yes",-23.9802165,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7224617267428,-26.5165078426028,"Wild","","Euarchontoglires","ineptus","Aethomys",16,248,9,15,1,23,10,0.435,10,2,1.04139268515822,2.12437378648463,1,0,3,0,0,0,0,0
"71","Aethomys kaiseri",649436,"Muridae","Rodentia",90,1,"Yes",-1.5667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7358739997436,-1.42471256065716,"Wild","","Euarchontoglires","kaiseri","Aethomys",9,158,8,9,0,59,7,0.119,6,0,0.903089986991944,1.95424250943932,1,0,3,0,0,0,0,0
"72","Aethomys nyikae",3608710,"Muridae","Rodentia",77.01,1,"Yes",-10.72,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,-15.0210697853835,"Wild","","Euarchontoglires","nyikae","Aethomys",3,50,3,3,0,55,3,0.055,2,0,0.602059991327962,1.88654712339111,1,0,3,0,0,0,0,0
"73","Aethomys silindensis",3608709,"Muridae","Rodentia",82.76,2,"Yes",-19.23,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,-19,"Wild","","Euarchontoglires","silindensis","Aethomys",4,52,4,4,0,23,4,0.174,2,1,0.698970004336019,1.9178204819937,NA,0,3,0,0,0,0,0
"74","Aethomys stannarius",3608717,"Muridae","Rodentia",82.9,2,"Yes",8.8166835,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5.00076357997974,"Wild","","Euarchontoglires","stannarius","Aethomys",1,7,1,1,0,16,1,0.062,0,0,0.301029995663981,1.91855453055027,NA,0,3,0,0,0,0,0
"75","Aethomys thomasi",3608716,"Muridae","Rodentia",84.69,2,"Yes",-11.875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3336288965446,-12.0223050199193,"Wild","","Euarchontoglires","thomasi","Aethomys",1,7,1,1,0,16,1,0.062,0,0,0.301029995663981,1.92783213286658,1,0,3,0,0,0,0,0
"76","Afrochoerus nicoli",7655719,"Suidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","nicoli","Afrochoerus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"77","Ailurops furvus",7657218,"Phalangeridae","Diprotodontia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","furvus","Ailurops",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"78","Ailurops melanotis",3606934,"Phalangeridae","Diprotodontia",10000,0,"Yes",NA,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","melanotis","Ailurops",2,2,1,2,0,2,1,0.5,0,1,0.301029995663981,4,4,1,3,0,0,1,0.301029995663981,0
"79","Ailurops ursinus",193425,"Phalangeridae","Diprotodontia",10000,1,"Yes",1.40516,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.427874178624,-1.86260510123351,"Wild","","Marsupials & monotremes","ursinus","Ailurops",10,112,7,10,0,27,6,0.222,6,2,0.845098040014257,4,2,1,3,802,2.90471554527868,1,0.301029995663981,1
"80","Ailurus ochraceus",7655926,"Ailuridae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","ochraceus","Ailurus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"81","Akodon aerosus",421013,"Cricetidae","Rodentia",60,1,"Yes",-13.100533,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.03037165202,-9.86142397653448,"Wild","sibling_higher","Euarchontoglires","aerosus","Akodon",4,41,4,4,0,8,4,0.5,2,0,0.698970004336019,1.77815125038364,1,0,3,0,0,0,0,0
"82","Akodon affinis",170298,"Cricetidae","Rodentia",24.9,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","affinis","Akodon",2,1,2,2,0,7,1,0.143,0,1,0.301029995663981,1.39619934709574,1,0,3,0,0,1,0.301029995663981,0
"83","Akodon albiventer",299290,"Cricetidae","Rodentia",21.8,1,"Yes",-18.666666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.2742230586775,-19.6479622530475,"Wild","sibling_higher","Euarchontoglires","albiventer","Akodon",3,30,3,3,0,19,2,0.105,2,0,0.477121254719662,1.3384564936046,1,0,3,0,0,0,0,0
"84","Akodon arviculoides",7654625,"Cricetidae","Rodentia",NA,NA,"Yes",-23.551621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.9999999999998,-23.0037047626266,"Wild","sibling_higher","Euarchontoglires","arviculoides","Akodon",14,284,9,14,0,56,9,0.161,9,0,1,NA,NA,0,3,0,0,0,0,0
"85","Akodon baliolus",224511,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","baliolus","Akodon",1,14,1,1,0,10,1,0.1,1,0,0.301029995663981,NA,NA,0,3,0,0,1,0.301029995663981,0
"86","Akodon boliviensis",292086,"Cricetidae","Rodentia",27.5,1,"Yes",-16.083334,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.3712880571585,-18.8172086955634,"Wild","sibling_higher","Euarchontoglires","boliviensis","Akodon",16,195,14,15,0,31,7,0.226,4,1,0.903089986991944,1.43933269383026,1,0,3,0,0,1,0.301029995663981,0
"87","Akodon budini",837330,"Cricetidae","Rodentia",26.9,1,"Yes",-24.075002,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.0000000000003,-24.0155502468951,"Wild","sibling_higher","Euarchontoglires","budini","Akodon",4,10,4,4,0,5,2,0.4,0,2,0.477121254719662,1.42975228000241,1,0,3,0,0,0,0,0
"88","Akodon caenosus",694678,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2762,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.5061933915281,-25.5378136454516,"Wild","sibling_higher","Euarchontoglires","caenosus","Akodon",4,68,4,4,0,16,3,0.188,3,0,0.602059991327962,NA,NA,0,3,0,0,0,0,0
"89","Akodon cursor",754322,"Cricetidae","Rodentia",39.85,1,"Yes",-24.333333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.556042271713,-24.4273609288129,"Wild","sibling_higher","Euarchontoglires","cursor","Akodon",68,1259,43,66,2,35,22,0.629,37,3,1.36172783601759,1.60042832573213,1,0,3,0,0,9,1,0
"90","Akodon dayi",837345,"Cricetidae","Rodentia",32.5,1,"Yes",-16.799999,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.5032152328736,-16.2677994975824,"Wild","sibling_higher","Euarchontoglires","dayi","Akodon",2,19,2,2,0,13,1,0.077,1,0,0.301029995663981,1.51188336097887,1,0,3,0,0,0,0,0
"91","Akodon dolores",817138,"Cricetidae","Rodentia",50.5,1,"Yes",-29.406262,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.5200049466216,-32.1534069441659,"Wild","sibling_higher","Euarchontoglires","dolores","Akodon",22,258,20,21,0,45,9,0.2,8,1,1,1.70329137811866,1,0,3,0,0,0,0,0
"92","Akodon fumeus",837332,"Cricetidae","Rodentia",22.7,1,"Yes",-17.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.1927981965561,-16.2097464630762,"Wild","sibling_higher","Euarchontoglires","fumeus","Akodon",1,6,1,1,0,19,1,0.053,0,0,0.301029995663981,1.35602585719312,1,0,3,0,0,0,0,0
"93","Akodon glaucinus",468307,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","glaucinus","Akodon",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"94","Akodon josemariarguedasi",6144778,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","josemariarguedasi","Akodon",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"95","Akodon juninensis",292084,"Cricetidae","Rodentia",39,1,"Yes",-11.559115,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.7983153988249,-10.6128805755357,"Wild","sibling_higher","Euarchontoglires","juninensis","Akodon",0,0,0,0,0,NA,0,0,0,0,0,1.5910646070265,1,0,3,0,0,0,0,0
"96","Akodon kofordi",292090,"Cricetidae","Rodentia",29.5,1,"Yes",-14.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.9999999999999,-17.0026683611809,"Wild","sibling_higher","Euarchontoglires","kofordi","Akodon",0,0,0,0,0,NA,0,0,0,0,0,1.46982201597816,1,0,3,0,0,0,0,0
"97","Akodon kotosh",7067232,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","kotosh","Akodon",2,0,2,2,0,1,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"98","Akodon latebricola",694987,"Cricetidae","Rodentia",39,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","latebricola","Akodon",2,15,2,2,0,8,1,0.125,1,0,0.301029995663981,1.5910646070265,NA,0,3,0,0,0,0,0
"99","Akodon lindberghi",837916,"Cricetidae","Rodentia",26.4,1,"Yes",-15.783334,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47,-15,"Wild","sibling_higher","Euarchontoglires","lindberghi","Akodon",11,207,10,10,1,31,8,0.258,6,0,0.954242509439325,1.42160392686983,NA,0,3,0,0,1,0.301029995663981,0
"100","Akodon mimus",1068786,"Cricetidae","Rodentia",24,1,"Yes",-17.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.5952083833377,-16.6074080349395,"Wild","sibling_higher","Euarchontoglires","mimus","Akodon",1,6,1,1,0,19,1,0.053,0,0,0.301029995663981,1.38021124171161,1,0,3,0,0,0,0,0
"101","Akodon molinae",224514,"Cricetidae","Rodentia",33,1,"Yes",-34.05,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.9890021541808,-37.4509861147655,"Wild","sibling_higher","Euarchontoglires","molinae","Akodon",41,593,31,41,0,52,13,0.25,21,0,1.14612803567824,1.51851393987789,1,0,3,0,0,0,0,0
"102","Akodon montensis",837919,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2894,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.7501937564695,-26.2916640358849,"Wild","sibling_higher","Euarchontoglires","montensis","Akodon",103,1389,60,96,5,26,23,0.885,53,5,1.38021124171161,1.49582175338591,1,0,3,0,0,10,1.04139268515822,0
"103","Akodon mystax",837918,"Cricetidae","Rodentia",18.5,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","mystax","Akodon",2,50,2,1,1,20,2,0.1,1,0,0.477121254719662,1.26717172840301,NA,0,3,0,0,0,0,0
"104","Akodon neocenus",3608361,"Cricetidae","Rodentia",42.4,1,"Yes",-38.0307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.9999999999993,-41.0075873575485,"Wild","sibling_higher","Euarchontoglires","neocenus","Akodon",1,12,1,1,0,12,1,0.083,1,0,0.301029995663981,1.62736585659273,NA,0,3,0,0,0,0,0
"105","Akodon orophilus",754316,"Cricetidae","Rodentia",39,1,"Yes",-6.7166665,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.8050900103908,-8.31115143858142,"Wild","sibling_higher","Euarchontoglires","orophilus","Akodon",7,88,6,7,0,15,5,0.333,3,0,0.778151250383644,1.5910646070265,1,0,3,0,0,0,0,0
"106","Akodon paranaensis",896699,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2812,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55,-27,"Wild","sibling_higher","Euarchontoglires","paranaensis","Akodon",17,275,14,17,0,18,12,0.667,12,1,1.11394335230684,1.49582175338591,1,0,3,0,0,2,0.477121254719662,0
"107","Akodon pervalens",3608354,"Cricetidae","Rodentia",31.32,0,"Yes",-22.243108,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.0000000000002,-23.0037047626268,"Wild","sibling_higher","Euarchontoglires","pervalens","Akodon",0,0,0,0,0,NA,0,0,0,0,0,1.49582175338591,NA,0,3,0,0,0,0,0
"108","Akodon philipmyersi",373077,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","philipmyersi","Akodon",1,9,1,1,0,10,1,0.1,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"109","Akodon polopi",68879,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","polopi","Akodon",2,40,1,2,0,11,2,0.182,1,0,0.477121254719662,NA,1,0,3,0,0,0,0,0
"110","Akodon reigi",896702,"Cricetidae","Rodentia",31.32,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","reigi","Akodon",2,16,2,2,0,8,2,0.25,0,1,0.477121254719662,1.49582175338591,1,0,3,0,0,0,0,0
"111","Akodon sanctipaulensis",3608368,"Cricetidae","Rodentia",27.1,1,"Yes",-24.366667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.9999999999998,-24.0155502468949,"Wild","sibling_higher","Euarchontoglires","sanctipaulensis","Akodon",2,64,2,2,0,31,2,0.065,2,0,0.477121254719662,1.43296929087441,NA,0,3,0,0,0,0,0
"112","Akodon serrensis",837921,"Cricetidae","Rodentia",28.3,1,"Yes",-22.8479945,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.0000000000001,-23.0037047626268,"Wild","sibling_higher","Euarchontoglires","serrensis","Akodon",14,280,9,13,1,23,9,0.391,9,0,1,1.45178643552429,1,0,3,0,0,3,0.602059991327962,0
"113","Akodon siberiae",360765,"Cricetidae","Rodentia",34.6,1,"Yes",-17.516667,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.9999999999999,-17.0026683611809,"Wild","sibling_higher","Euarchontoglires","siberiae","Akodon",0,0,0,0,0,NA,0,0,0,0,0,1.53907609879278,NA,0,3,0,0,0,0,0
"114","Akodon simulator",468305,"Cricetidae","Rodentia",42.5,1,"Yes",-26.463056,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.8133685531181,-25.5202615777907,"Wild","","Euarchontoglires","simulator","Akodon",11,120,10,11,0,31,6,0.194,4,0,0.845098040014257,1.62838893005031,1,0,3,0,0,1,0.301029995663981,0
"115","Akodon surdus",3608367,"Cricetidae","Rodentia",39,1,"Yes",-12.62708,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,-13,"Wild","sibling_higher","Euarchontoglires","surdus","Akodon",1,15,1,1,0,8,1,0.125,1,0,0.301029995663981,1.5910646070265,2,0,3,0,0,0,0,0
"116","Akodon sylvanus",536358,"Cricetidae","Rodentia",39,1,"Yes",-24.283306,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.0000000000003,-24.0155502468951,"Wild","sibling_higher","Euarchontoglires","sylvanus","Akodon",1,37,1,1,0,11,1,0.091,1,0,0.301029995663981,1.5910646070265,1,0,3,0,0,0,0,0
"117","Akodon tartareus",468309,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","tartareus","Akodon",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"118","Akodon toba",360763,"Cricetidae","Rodentia",51.2,1,"Yes",-22.35,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.2394045378914,-22.8559956493432,"Wild","sibling_higher","Euarchontoglires","toba","Akodon",6,50,6,5,0,16,3,0.188,2,2,0.602059991327962,1.70926996097583,1,0,3,0,0,1,0.301029995663981,0
"119","Akodon torques",292096,"Cricetidae","Rodentia",39,1,"Yes",-13.16219,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.4972219223353,-12.506118905678,"Wild","sibling_higher","Euarchontoglires","torques","Akodon",2,5,2,2,0,5,1,0.2,0,1,0.301029995663981,1.5910646070265,1,0,3,0,0,0,0,0
"120","Akodon urichi",360768,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires","urichi","Akodon",2,22,2,2,0,50,2,0.04,1,0,0.477121254719662,NA,NA,0,3,0,0,0,0,0
"121","Akodon varius",224515,"Cricetidae","Rodentia",40,1,"Yes",-23.2,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.0728375333477,-22.2207283772505,"Wild","","Euarchontoglires","varius","Akodon",6,85,5,6,0,19,5,0.263,3,0,0.778151250383644,1.60205999132796,NA,0,3,0,0,0,0,0
"122","Akodon viridescens",398446,"Cricetidae","Rodentia",NA,NA,"Yes",-32.937034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,-33,"Wild","sibling_higher","Euarchontoglires","viridescens","Akodon",1,3,1,1,0,10,1,0.1,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"123","Alcelaphus bakeri",7655481,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","bakeri","Alcelaphus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"124","Alcelaphus caama",989782,"Bovidae","Artiodactyla",176115.97,1,"Yes",-19.1899575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4141745679421,-24.6312574657537,"Wild","","Laurasiatheria","caama","Alcelaphus",7,75,7,7,0,26,6,0.231,5,0,0.845098040014257,5.24579873909281,NA,0,3,242,2.38560627359831,1,0.301029995663981,1
"125","Alcelaphus howardi",7655482,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","howardi","Alcelaphus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"126","Alcelaphus kattwinkeli",6146180,"Bovidae","Artiodactyla",NA,NA,"Yes",-2.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,-3,"Wild","","Laurasiatheria","kattwinkeli","Alcelaphus",2,63,2,2,0,26,2,0.077,1,0,0.477121254719662,NA,NA,0,3,0,0,0,0,0
"127","Alcelaphus lichtensteini",363033,"Bovidae","Artiodactyla",168695.66,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","lichtensteini","Alcelaphus",3,61,3,3,0,39,3,0.077,2,0,0.602059991327962,NA,NA,0,3,0,0,1,0.301029995663981,0
"128","Alcelaphus tora",7655483,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","tora","Alcelaphus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"129","Alces americanus",196762,"Cervidae","Artiodactyla",541460.44,1,"Yes",59.450001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.3480482715,65.110486267245,"Wild","","Laurasiatheria","americanus","Alces",77,774,48,74,3,41,15,0.366,24,7,1.20411998265592,5.73356673184349,NA,0,3,541,2.73399928653839,5,0.778151250383644,1
"130","Alces bedfordiae",7655667,"Cervidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","bedfordiae","Alces",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"131","Alexandromys mongolicus",839865,"Cricetidae","Rodentia",27.5,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","mongolicus","Alexandromys",3,68,3,3,0,11,2,0.182,1,1,0.477121254719662,NA,NA,0,3,0,0,0,0,0
"132","Alexandromys mujanensis",7067199,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","mujanensis","Alexandromys",2,6,2,2,0,6,1,0.167,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"133","Alionycteris paucidentata",491371,"Pteropodidae","Chiroptera",16.15,1,"Yes",8.1583,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,9,"Wild","","Laurasiatheria","paucidentata","Alionycteris",1,14,1,1,0,22,1,0.045,1,0,0.301029995663981,1.20817252666712,1,0,3,0,0,0,0,0
"134","Allactaga balikunica",3608063,"Dipodidae","Rodentia",93.08,2,"Yes",43.25015,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.000000000001,43.0081393014272,"Wild","","Euarchontoglires","balikunica","Allactaga",0,0,0,0,0,NA,0,0,0,0,0,1.96885637461469,1,0,3,0,0,0,0,0
"135","Allactaga bullata",910642,"Dipodidae","Rodentia",89.35,2,"Yes",43.62437,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.636518928886,43.6976614389122,"Wild","","Euarchontoglires","bullata","Allactaga",0,0,0,0,0,NA,0,0,0,0,0,1.95109455684166,1,0,3,212,2.32837960343874,0,0,1
"136","Allactaga euphratica",739520,"Dipodidae","Rodentia",232,1,"Yes",36.683333,"Least Concern","food_animal","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1980699628516,37.1254778341391,"Wild","","Euarchontoglires","euphratica","Allactaga",11,114,6,9,2,53,6,0.113,5,1,0.845098040014257,2.3654879848909,1,1,3,0,0,1,0.301029995663981,0
"137","Allactaga firouzi",739517,"Dipodidae","Rodentia",92.39,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","firouzi","Allactaga",8,45,5,8,0,12,5,0.417,2,0,0.778151250383644,1.96562496710924,NA,0,3,346,2.54032947479087,1,0.301029995663981,1
