"","species","family","order","id","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","domestication","status","x","y"
"679","Caenolestes caniventer","Caenolestidae","Paucituberculata",3606854,40,1,"Yes",-5.268429,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-79,-5.00687923771456
"680","Caenolestes condorensis","Caenolestidae","Paucituberculata",3606857,47.81,1,"Yes",-3.4504165,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-79,-3
"681","Caenolestes convelatus","Caenolestidae","Paucituberculata",3606853,40,1,"Yes",6.0833335,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-76,6.00367070585999
"682","Caenolestes fuliginosus","Caenolestidae","Paucituberculata",306784,27.8,1,"Yes",4.49537,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-76.6630687132387,2.67875522017951
"683","Caenolestes sangay","Caenolestidae","Paucituberculata",5265285,NA,NA,"Yes",-2.2374395,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-79,-3
"684","Calassomys apicalis","Cricetidae","Rodentia",6144737,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"685","Calcochloris leucorhinus","Chrysochloridae","Afrosoricida",702192,49.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"686","Calcochloris obtusirostris","Chrysochloridae","Afrosoricida",178883,24.05,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"687","Calcochloris tytonis","Chrysochloridae","Afrosoricida",3607174,49.7,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"688","Callibella humilis","Cebidae","Primates",298261,NA,NA,NA,NA,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"689","Callicebus baptista","Pitheciidae","Primates",3607589,1011.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"690","Callicebus barbarabrownae","Pitheciidae","Primates",3607590,1011.32,0,"Yes",NA,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"691","Callicebus bernhardi","Pitheciidae","Primates",3607585,950,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"692","Callicebus brunneus","Pitheciidae","Primates",645175,992.41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"693","Callicebus caligatus","Pitheciidae","Primates",210729,992.41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"694","Callicebus caquetensis","Pitheciidae","Primates",5925586,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"695","Callicebus castaneoventris","Pitheciidae","Primates",7655122,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"696","Callicebus cinerascens","Pitheciidae","Primates",3607584,992.41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"697","Callicebus coimbrai","Pitheciidae","Primates",210726,1011.32,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"698","Callicebus cupreus","Pitheciidae","Primates",34118,915,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"699","Callicebus discolor","Pitheciidae","Primates",3607578,1005,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"700","Callicebus donacophilus","Pitheciidae","Primates",282614,795.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"701","Callicebus dubius","Pitheciidae","Primates",3607587,992.41,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"702","Callicebus hoffmannsi","Pitheciidae","Primates",442910,992.41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"703","Callicebus lucifer","Pitheciidae","Primates",3607586,1500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"704","Callicebus lugens","Pitheciidae","Primates",927108,1011.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"705","Callicebus medemi","Pitheciidae","Primates",3607588,1205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"706","Callicebus melanochir","Pitheciidae","Primates",3607582,1370,1,"Yes",-12.68189,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-51,-15.0023386074297
"707","Callicebus modestus","Pitheciidae","Primates",3607580,992.41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"708","Callicebus moloch","Pitheciidae","Primates",842880,854.73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"709","Callicebus nigrifrons","Pitheciidae","Primates",210741,1011.32,0,"Yes",-20.581973,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-46.7113978119881,-21.5835396399949
"710","Callicebus oenanthe","Pitheciidae","Primates",3607577,992.41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"711","Callicebus olallae","Pitheciidae","Primates",3607581,992.41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"712","Callicebus ornatus","Pitheciidae","Primates",3607575,1170.5,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"713","Callicebus pallescens","Pitheciidae","Primates",3607576,800,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"714","Callicebus personatus","Pitheciidae","Primates",546503,1349.99,1,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"715","Callicebus purinus","Pitheciidae","Primates",3607591,1011.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"716","Callicebus regulus","Pitheciidae","Primates",3607583,1011.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"717","Callicebus stephennashi","Pitheciidae","Primates",3607574,690,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"718","Callicebus torquatus","Pitheciidae","Primates",1058663,1050,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"719","Callimico goeldii","Cebidae","Primates",489230,480,1,"Yes",-8.666667,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-71.9966042159525,-11.0118886361009
"720","Callistomys pictus","Echimyidae","Rodentia",3609815,518.99,1,"Yes",-11.28517,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-41,-11
"721","Callithrix acariensis","Cebidae","Primates",3607567,335.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"722","Callithrix argentata","Cebidae","Primates",1015228,440,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"723","Callithrix aurita","Cebidae","Primates",341886,342,1,"Yes",-21.14414,"Endangered","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-44.5052718843089,-22.5115323004248
"724","Callithrix chrysoleuca","Cebidae","Primates",3607561,335.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"725","Callithrix emiliae","Cebidae","Primates",488310,309.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"726","Callithrix flaviceps","Cebidae","Primates",3607562,342,1,"Yes",-19.935556,"Critically Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-41.6638364112056,-19.6782725515747
"727","Callithrix geoffroyi","Cebidae","Primates",683989,342,1,"Yes",-1.333,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-74.5145145522506,-4.99134206062297
"728","Callithrix humeralifer","Cebidae","Primates",7655105,NA,NA,"Yes",-3.124012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-56,-4.00244214969981
"729","Callithrix humeralifera","Cebidae","Primates",683993,374.99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"731","Callithrix intermedia","Cebidae","Primates",3607563,335.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"732","Callithrix jacchus","Cebidae","Primates",1015223,292,1,"Yes",-16.0325901435803,"Least Concern","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-39.420342241542,-8.37491827971381
"733","Callithrix kuhlii","Cebidae","Primates",947308,342,1,"Yes",-15.391743,"Vulnerable","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-39.9999999999999,-15.0023386074297
"734","Callithrix leucippe","Cebidae","Primates",3607564,335.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"735","Callithrix manicorensis","Cebidae","Primates",3607565,335.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"737","Callithrix mauesi","Cebidae","Primates",341884,443.79,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"738","Callithrix melanura","Cebidae","Primates",1031373,335.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"739","Callithrix nigriceps","Cebidae","Primates",3607568,401.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"740","Callithrix pencillata","Cebidae","Primates",7655106,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"741","Callithrix penicillata","Cebidae","Primates",341908,342,1,"Yes",-19.953433,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-46.3369354397769,-19.8883267178861
"742","Callithrix pygmaea","Cebidae","Primates",489225,125,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"743","Callithrix saterei","Cebidae","Primates",172747,441.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"744","Callorhinus ursinus","Otariidae","Carnivora",949693,45133,1,"Yes",56.87582,"Vulnerable","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-168.595600575029,57.2670256416956
"745","Callosciurus adamsi","Sciuridae","Rodentia",3609167,134.5,1,"Yes",5.873574,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",118,5.00076357997973
"746","Callosciurus albescens","Sciuridae","Rodentia",3609164,220.89,2,NA,NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","hidden",NA,NA
"747","Callosciurus baluensis","Sciuridae","Rodentia",3609166,356,1,"Yes",6.02477,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",125,1.00015234351658
"748","Callosciurus caniceps","Sciuridae","Rodentia",504021,257,1,"Yes",NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"749","Callosciurus erythraeus","Sciuridae","Rodentia",1030044,280,1,NA,NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"750","Callosciurus finlaysonii","Sciuridae","Rodentia",371121,278,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"751","Callosciurus honkhoaiensis","Sciuridae","Rodentia",7067500,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"752","Callosciurus inornatus","Sciuridae","Rodentia",3609162,325,1,"Yes",21.7666655,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",103.403390689592,21.8136631924043
"753","Callosciurus melanogaster","Sciuridae","Rodentia",3609165,278,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"754","Callosciurus nigrovittatus","Sciuridae","Rodentia",371119,202,1,"Yes",-6.33293,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",102.111262310888,1.44735976419075
"755","Callosciurus notatus","Sciuridae","Rodentia",1030052,197.5,1,"Yes",1.363199,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",101.922627428656,2.39136183616922
"756","Callosciurus orestes","Sciuridae","Rodentia",246726,278,1,"Yes",6.0801,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",117,6.00367070586001
"757","Callosciurus phayrei","Sciuridae","Rodentia",3609161,269,1,"Yes",18.933332,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",97.0000000000006,19.0270765580755
"758","Callosciurus prevostii","Sciuridae","Rodentia",1030040,361.46,1,NA,NA,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"759","Callosciurus pygerythrus","Sciuridae","Rodentia",3609168,252,1,"Yes",26.608788,"Least Concern","food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",91.2304722177664,25.1753341316419
"760","Callosciurus quinquestriatus","Sciuridae","Rodentia",3609163,207.77,2,"Yes",25.564125,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",97,25
"761","Callospermophilus lateralis","Sciuridae","Rodentia",604319,NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"762","Callospermophilus madrensis","Sciuridae","Rodentia",782282,NA,NA,"Yes",26.405403,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-106.678741209207,27.0400709423023
"763","Callospermophilus saturatus","Sciuridae","Rodentia",208064,NA,NA,"Yes",46.917666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-120.999999999998,47.0544129011288
"764","Calomys boliviae","Cricetidae","Rodentia",3608240,27,1,"Yes",-26.3213955,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-65.0000000000001,-26.0682587351124
"765","Calomys callidus","Cricetidae","Rodentia",893847,27,1,"Yes",-31.884252,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-59,-31
"766","Calomys callosus","Cricetidae","Rodentia",39187,44.95,1,"Yes",-13.066667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-61.8216673021036,-22.4151313811284
"767","Calomys cerqueirai","Cricetidae","Rodentia",6144781,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"768","Calomyscus bailwardi","Calomyscidae","Rodentia",611276,20.4,1,"Yes",30.6667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",50.3762057282565,32.7110152126491
"769","Calomyscus baluchi","Calomyscidae","Rodentia",99511,21.39,2,"Yes",34.8311,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",69.3246366723682,35.0306070637993
"770","Calomyscus elburzensis","Calomyscidae","Rodentia",3608194,18.62,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"771","Calomyscus grandis","Calomyscidae","Rodentia",3608193,18.62,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"772","Calomyscus hotsoni","Calomyscidae","Rodentia",458712,21.42,2,"Yes",26.966667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",65,27
"773","Calomyscus mystax","Calomyscidae","Rodentia",55942,17,1,"Yes",35.900002,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",57.6605759236875,37.6917064764713
"774","Calomyscus tsolovi","Calomyscidae","Rodentia",3608192,21.43,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"775","Calomyscus urartensis","Calomyscidae","Rodentia",3608195,21.22,2,"Yes",39.292301,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",45,39
"776","Calomys expulsus","Cricetidae","Rodentia",473784,39.86,1,"Yes",-15.783334,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-47,-15
"777","Calomys fecundus","Cricetidae","Rodentia",463093,NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"778","Calomys hummelincki","Cricetidae","Rodentia",654348,27,1,"Yes",9.32,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-69.9999999999998,12.0074234947156
"779","Calomys laucha","Cricetidae","Rodentia",39185,14,1,"Yes",-33.483333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-62.8911169901096,-34.1036215976607
"780","Calomys lepidus","Cricetidae","Rodentia",360776,26.6,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"781","Calomys musculinus","Cricetidae","Rodentia",39183,20.1,1,"Yes",-33.483333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-65.1694869153563,-32.1189654243068
"782","Calomys sorellus","Cricetidae","Rodentia",360774,20,1,"Yes",-12.766666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-74.9784357836994,-11.9679929214925
"783","Calomys tener","Cricetidae","Rodentia",990309,13.8,1,"Yes",-20.4,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-48.9999999999999,-21.5113978593043
"784","Calomys tocantinsi","Cricetidae","Rodentia",178057,25.3,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"785","Calomys venustus","Cricetidae","Rodentia",463094,49.33,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"786","Caloprymnus campestris","Potoroidae","Diprotodontia",83202,900,1,"Yes",-28.35,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",138.999999999999,-27.040070942302
"787","Caluromys derbianus","Didelphidae","Didelphimorphia",307517,297,1,"Yes",11.8234867816646,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-85.9356434407892,11.5056761968873
"788","Caluromysiops irrupta","Didelphidae","Didelphimorphia",608047,250,1,"Yes",-12.341667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-71,-12.0074234947157
"789","Caluromys lanatus","Didelphidae","Didelphimorphia",606431,325,1,"Yes",-1.0783,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-73.9674989868215,-2.05387783164539
"790","Caluromys laniger","Didelphidae","Didelphimorphia",7657115,NA,NA,"Yes",4.1584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-73,5
"791","Caluromys philander","Didelphidae","Didelphimorphia",589460,229.25,1,"Yes",-2.335,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-41.008004918867,-19.3536102505338
"792","Caluromys trinitatis","Didelphidae","Didelphimorphia",7657116,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"793","Calyptophractus retusus","Dasypodidae","Cingulata",390325,129.99,1,"Yes",-17.788931,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-58.9999999999994,-25.0040698859438
"794","Camelus arctoamericanus","Camelidae","Artiodactyla",7655773,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"795","Camelus bactrianus","Camelidae","Artiodactyla",510768,690000,1,"Yes",43.513238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Domesticated","",77.026087375461,43.0473017743506
"796","Camelus dromedarius","Camelidae","Artiodactyla",510752,601000,1,"Yes",-25.09425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Domesticated","",133.231199531977,-26.3164493458251
"797","Camelus ferus","Camelidae","Artiodactyla",596642,NA,NA,"Yes",NA,"Critically Endangered","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"798","Camelus maximus","Camelidae","Artiodactyla",7655774,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"799","Camelus sivalensis","Camelidae","Artiodactyla",7655775,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"800","Canariomys tamarani","Muridae","Rodentia",3610606,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"801","Canis adustus","Canidae","Carnivora",621176,10249.91,1,"Yes",10.320211,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated","",27.1503991517586,-13.9282301996978
"802","Canis ameghinoi","Canidae","Carnivora",7655930,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
