"","genus_species","species","genus","publications","citations","journals","years_publishing","h","m","i10","h5","family","order","id","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","domestication","status","x","y","clade","logh","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin"
"1907","Diclidurus isabella","isabella","Diclidurus",1,1,1,8,1,0.125,0,0,"Emballonuridae","Chiroptera",599538,NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0,0.301029995663981,NA,1,0,3
"1908","Diclidurus scutatus","scutatus","Diclidurus",3,9,3,15,2,0.133,0,0,"Emballonuridae","Chiroptera",391954,13.25,1,"Yes",4.33,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-58,3.00045740230187,"Laurasiatheria",0.301029995663981,0.477121254719662,1.12221587827283,1,0,3
"1909","Dicrostonyx groenlandicus","groenlandicus","Dicrostonyx",135,2985,64,64,30,0.469,91,3,"Cricetidae","Rodentia",603158,54.4,1,"Yes",69.383,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-144.54469935014,69.4717601904775,"Euarchontoglires",1.47712125471966,1.49136169383427,1.73559889969818,1,0,3
"1910","Dicrostonyx hudsonius","hudsonius","Dicrostonyx",6,83,6,32,4,0.125,3,0,"Cricetidae","Rodentia",860654,57,1,"Yes",56.217,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-68.235461540306,59.084600395202,"Euarchontoglires",0.602059991327962,0.698970004336019,1.75587485567249,1,0,3
"1911","Dicrostonyx nelsoni","nelsoni","Dicrostonyx",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",3608457,60.85,2,"Yes",63.7337045467684,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-171,63.0171342101461,"Euarchontoglires",-Inf,0,1.78426058256608,1,0,3
"1912","Dicrostonyx nunatakensis","nunatakensis","Dicrostonyx",1,1,1,7,1,0.143,0,0,"Cricetidae","Rodentia",3608455,60.82,2,"Yes",64.583333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-139,65,"Euarchontoglires",0,0.301029995663981,1.78404641580811,1,0,3
"1913","Dicrostonyx richardsoni","richardsoni","Dicrostonyx",15,236,13,34,6,0.176,6,2,"Cricetidae","Rodentia",860662,55,1,"Yes",64.319444,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-93.2902129316323,61.1421699679522,"Euarchontoglires",0.778151250383644,0.845098040014257,1.74036268949424,1,0,3
"1914","Dicrostonyx torquatus","torquatus","Dicrostonyx",127,2536,78,66,29,0.439,62,5,"Cricetidae","Rodentia",603156,85,1,"Yes",75.716667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,95.8085955011525,75.1921329657648,"Euarchontoglires",1.46239799789896,1.47712125471966,1.92941892571429,1,0,3
"1915","Dicrostonyx unalascensis","unalascensis","Dicrostonyx",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",3608460,60.84,2,"Yes",53.2229694148899,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-169,53,"Euarchontoglires",-Inf,0,1.78418920538096,NA,0,3
"1916","Dicrostonyx vinogradovi","vinogradovi","Dicrostonyx",2,0,1,22,0,0,0,0,"Cricetidae","Rodentia",3608461,60.78,2,"Yes",71.26667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-178.999999999996,71.025363543027,"Euarchontoglires",-Inf,0,1.78376069574392,NA,0,3
"1917","Didelphis albiventris","albiventris","Didelphis",339,4852,154,42,34,0.81,153,11,"Didelphidae","Didelphimorphia",606426,904,1,"Yes",-25.857553,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-59.9583111792214,-28.6150477344137,"Marsupials & monotremes",1.53147891704226,1.54406804435028,2.95616843047536,1,0,3
"1918","Didelphis aurita","aurita","Didelphis",166,2527,96,54,28,0.519,70,7,"Didelphidae","Didelphimorphia",810918,1163.99,1,"Yes",-23.633052,"Least Concern","food_human","sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-43.2244472225048,-20.8597249249792,"Marsupials & monotremes",1.44715803134222,1.46239799789896,3.06594924924559,1,1,3
"1919","Didelphis biforata","biforata","Didelphis",0,0,0,NA,0,0,0,0,"Didelphidae","Didelphimorphia",7657119,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Marsupials & monotremes",-Inf,0,NA,NA,0,3
"1920","Didelphis californica","californica","Didelphis",0,0,0,NA,0,0,0,0,"Didelphidae","Didelphimorphia",7657120,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Marsupials & monotremes",-Inf,0,NA,NA,0,3
"1921","Didelphis grandaeva","grandaeva","Didelphis",0,0,0,NA,0,0,0,0,"Didelphidae","Didelphimorphia",7657121,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Marsupials & monotremes",-Inf,0,NA,NA,0,3
"1922","Didelphis imperfecta","imperfecta","Didelphis",4,28,4,19,2,0.105,1,1,"Didelphidae","Didelphimorphia",846876,1260.04,0,"Yes",5.166,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-58.6682987566054,5.66996720456175,"Marsupials & monotremes",0.301029995663981,0.477121254719662,3.10038433202513,1,0,3
"1923","Didelphis incerta","incerta","Didelphis",0,0,0,NA,0,0,0,0,"Didelphidae","Didelphimorphia",7657122,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Marsupials & monotremes",-Inf,0,NA,NA,0,3
"1924","Didelphis marsupialis","marsupialis","Didelphis",423,7732,206,69,44,0.638,214,7,"Didelphidae","Didelphimorphia",919176,1091.16,1,"Yes",6.627884,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-76.5294775751162,5.59912515871415,"Marsupials & monotremes",1.64345267648619,1.65321251377534,3.03788843713491,1,1,3
"1925","Didelphis paraguayensis","paraguayensis","Didelphis",7,5,7,76,2,0.026,0,0,"Didelphidae","Didelphimorphia",7657123,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Marsupials & monotremes",0.301029995663981,0.477121254719662,NA,NA,0,3
"1926","Didelphis pernigra","pernigra","Didelphis",7,10,6,7,2,0.286,0,1,"Didelphidae","Didelphimorphia",442489,1260.04,0,"Yes",4.9144,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-76.6628626678291,2.01020320956919,"Marsupials & monotremes",0.301029995663981,0.477121254719662,3.10038433202513,1,0,3
"1927","Didelphis virginiana","virginiana","Didelphis",905,19447,311,117,66,0.564,482,11,"Didelphidae","Didelphimorphia",919171,2195.48,1,"Yes",32.727782,"Least Concern","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-91.7315052207572,33.775682687119,"Marsupials & monotremes",1.81954393554187,1.82607480270083,3.34152948519846,1,1,3
"1928","Dinaromys bogdanovi","bogdanovi","Dinaromys",18,229,16,27,9,0.333,9,1,"Cricetidae","Rodentia",929331,56,1,"Yes",43.29623,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,17.9999999999999,43.0081393014267,"Euarchontoglires",0.954242509439325,1,1.7481880270062,2,0,3
"1929","Dinomys branickii","branickii","Dinomys",16,120,12,117,6,0.051,5,2,"Dinomyidae","Rodentia",234025,12500,1,"Yes",4.093995,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-74.7133366269355,5.00600588474813,"Euarchontoglires",0.778151250383644,0.845098040014257,4.09691001300806,1,1,3
"1930","Diomys crumpi","crumpi","Diomys",1,1,1,31,1,0.032,0,0,"Muridae","Rodentia",3611119,73.85,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0,0.301029995663981,1.86835049964797,NA,0,3
"1931","Diphylla centralis","centralis","Diphylla",0,0,0,NA,0,0,0,0,"Phyllostomidae","Chiroptera",7656371,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"1932","Diphylla ecaudata","ecaudata","Diphylla",34,584,29,46,12,0.261,17,4,"Phyllostomidae","Chiroptera",1060475,29.3,1,"Yes",18.87,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-92.1875927444688,17.6477829924312,"Laurasiatheria",1.07918124604762,1.11394335230684,1.46686762035411,1,0,3
"1933","Dipilus rurigenus","rurigenus","Dipilus",0,0,0,NA,0,0,0,0,"Decastidae","Paucituberculata",7657238,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Marsupials & monotremes",-Inf,0,NA,NA,0,3
"1934","Diplogale hosei","hosei","Diplogale",6,42,5,9,3,0.333,2,1,"Viverridae","Carnivora",583720,3124.89,2,"Yes",3.75,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,115,3.00045740230187,"Laurasiatheria",0.477121254719662,0.602059991327962,3.49483473424527,2,1,3
"1935","Diplomesodon pulchellum","pulchellum","Diplomesodon",7,41,7,30,4,0.133,2,0,"Soricidae","Soricomorpha",850886,11,1,"Yes",45,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,58.9999999999999,39.0070679488901,"Laurasiatheria",0.602059991327962,0.698970004336019,1.04139268515822,1,0,3
"1936","Diplomesodon sonnerati","sonnerati","Diplomesodon",0,0,0,NA,0,0,0,0,"Soricidae","Eulipotyphla",7656635,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"1937","Diplomys caniceps","caniceps","Diplomys",0,0,0,NA,0,0,0,0,"Echimyidae","Rodentia",3610419,394.5,1,"Yes",7.38,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-75,7,"Euarchontoglires",-Inf,0,2.59604700754544,NA,0,3
"1938","Diplomys labilis","labilis","Diplomys",2,5,1,6,1,0.167,0,1,"Echimyidae","Rodentia",3610456,227.5,1,"Yes",8.366667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-78.5018379883472,8.50407973031955,"Euarchontoglires",0,0.301029995663981,2.35698140099313,1,0,3
"1939","Diplomys rufodorsalis","rufodorsalis","Diplomys",0,0,0,NA,0,0,0,0,"Echimyidae","Rodentia",3610457,144.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,2.16076856186113,NA,0,3
"1940","Diplothrix legata","legata","Diplothrix",14,132,9,40,4,0.1,3,1,"Muridae","Rodentia",577539,76.52,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.602059991327962,0.698970004336019,1.88377496135526,3,0,3
"1941","Dipodillus bottai","bottai","Dipodillus",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",3608910,35.1,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,1.54530711646582,NA,0,3
"1942","Dipodillus campestris","campestris","Dipodillus",31,322,26,54,11,0.204,13,2,"Muridae","Rodentia",89162,27.58,1,"Yes",31.503059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,9.00000000000001,35.0690454979043,"Euarchontoglires",1.04139268515822,1.07918124604762,1.44059426183983,NA,0,3
"1943","Dipodillus dasyurus","dasyurus","Dipodillus",77,1905,48,50,25,0.5,40,2,"Muridae","Rodentia",438464,27.5,1,"Yes",30.794062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,33.7591037329308,30.5324756236429,"Euarchontoglires",1.39794000867204,1.41497334797082,1.43933269383026,NA,0,3
"1944","Dipodillus harwoodi","harwoodi","Dipodillus",1,7,1,46,1,0.022,0,0,"Muridae","Rodentia",3608909,23.63,0,"Yes",-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,38.2004886286784,-2.60329863085188,"Euarchontoglires",0,0.301029995663981,1.37346372163237,NA,0,3
"1945","Dipodillus jamesi","jamesi","Dipodillus",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",3608912,23.63,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,1.37346372163237,NA,0,3
"1946","Dipodillus lowei","lowei","Dipodillus",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",3608916,34.71,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,1.54045461367141,NA,0,3
"1947","Dipodillus mackilligini","mackilligini","Dipodillus",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",3608911,34.37,2,"Yes",22.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,33.0000000000002,23.0037047626268,"Euarchontoglires",-Inf,0,1.53617953213723,NA,0,3
"1948","Dipodillus maghrebi","maghrebi","Dipodillus",2,11,1,28,2,0.071,0,0,"Muridae","Rodentia",3608917,23.63,0,"Yes",34.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-5,35,"Euarchontoglires",0.301029995663981,0.477121254719662,1.37346372163237,NA,0,3
"1949","Dipodillus nanus","nanus","Dipodillus",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",7654691,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,NA,NA,0,3
"1950","Dipodillus rupicola","rupicola","Dipodillus",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",3608918,23.63,0,"Yes",15.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-5,16.0100146374084,"Euarchontoglires",-Inf,0,1.37346372163237,NA,0,3
"1951","Dipodillus simoni","simoni","Dipodillus",5,42,3,16,2,0.125,1,1,"Muridae","Rodentia",809723,17.4,1,"Yes",31.583334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,29.0000000000001,30.5164227112127,"Euarchontoglires",0.301029995663981,0.477121254719662,1.2405492482826,NA,0,3
"1952","Dipodillus somalicus","somalicus","Dipodillus",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",3608913,36.01,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,1.55642312137129,NA,0,3
"1953","Dipodillus stigmonyx","stigmonyx","Dipodillus",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",3608915,35.91,2,"Yes",7.87718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-11,7,"Euarchontoglires",-Inf,0,1.55521540512607,NA,0,3
"1954","Dipodillus zakariai","zakariai","Dipodillus",1,2,1,16,1,0.062,0,0,"Muridae","Rodentia",3608914,35.95,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0,0.301029995663981,1.5556988947189,NA,0,3
"1955","Dipodomys agilis","agilis","Dipodomys",9,146,7,41,6,0.146,5,0,"Heteromyidae","Rodentia",734898,57.85,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.778151250383644,0.845098040014257,1.76230336328777,1,0,3
"1956","Dipodomys californicus","californicus","Dipodomys",14,333,10,40,11,0.275,11,0,"Heteromyidae","Rodentia",342246,84.96,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1.04139268515822,1.07918124604762,1.92921450373739,1,0,3
"1957","Dipodomys compactus","compactus","Dipodomys",2,4,2,30,1,0.033,0,0,"Heteromyidae","Rodentia",844926,49.25,1,"Yes",27.30639,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-98.0089029118822,27.0311701657622,"Euarchontoglires",0,0.301029995663981,1.69240623483363,1,0,3
"1958","Dipodomys deserti","deserti","Dipodomys",39,1135,29,61,16,0.262,20,5,"Heteromyidae","Rodentia",921967,104.5,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1.20411998265592,1.23044892137827,2.01911629044707,1,0,3
"1959","Dipodomys elator","elator","Dipodomys",12,66,7,45,5,0.111,2,1,"Heteromyidae","Rodentia",241216,77.5,1,"Yes",34.318001,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-99.6718804528393,34.3549301073089,"Euarchontoglires",0.698970004336019,0.778151250383644,1.88930170250631,2,0,3
"1960","Dipodomys elephantinus","elephantinus","Dipodomys",1,4,1,30,1,0.033,0,0,"Heteromyidae","Rodentia",665997,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"1961","Dipodomys gravipes","gravipes","Dipodomys",2,9,2,38,1,0.026,0,0,"Heteromyidae","Rodentia",666006,83.97,1,"Yes",30.683294,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-116.010499673356,31.0367612031399,"Euarchontoglires",0,0.301029995663981,1.92412415318582,4,0,3
"1962","Dipodomys heermanni","heermanni","Dipodomys",19,201,13,48,8,0.167,7,2,"Heteromyidae","Rodentia",342226,72,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.903089986991944,0.954242509439325,1.85733249643127,1,0,3
"1963","Dipodomys ingens","ingens","Dipodomys",34,559,25,46,15,0.326,19,3,"Heteromyidae","Rodentia",669947,133.85,1,"Yes",35.2426496200751,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-120.33899540255,35.6899409199985,"Euarchontoglires",1.17609125905568,1.20411998265592,2.12661837552295,3,0,3
"1964","Dipodomys insularis","insularis","Dipodomys",2,45,2,18,2,0.111,2,0,"Heteromyidae","Rodentia",666019,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.301029995663981,0.477121254719662,NA,NA,0,3
"1965","Dipodomys merriami","merriami","Dipodomys",192,6612,85,71,40,0.563,120,4,"Heteromyidae","Rodentia",37456,42,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1.60205999132796,1.61278385671974,1.6232492903979,1,0,3
"1966","Dipodomys microps","microps","Dipodomys",18,794,14,53,12,0.226,12,1,"Heteromyidae","Rodentia",37449,54.6,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1.07918124604762,1.11394335230684,1.73719264270474,1,0,3
"1967","Dipodomys nelsoni","nelsoni","Dipodomys",3,33,2,28,2,0.071,1,0,"Heteromyidae","Rodentia",241218,88.6,1,"Yes",26.674186,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-103.817418071824,25.7418246298948,"Euarchontoglires",0.301029995663981,0.477121254719662,1.94743372188705,1,0,3
"1968","Dipodomys nitratoides","nitratoides","Dipodomys",12,117,8,47,5,0.106,2,1,"Heteromyidae","Rodentia",666010,43.9,1,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.698970004336019,0.778151250383644,1.64246452024212,2,0,3
"1969","Dipodomys ordii","ordii","Dipodomys",104,2093,55,82,26,0.317,52,3,"Heteromyidae","Rodentia",917328,60.4,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1.41497334797082,1.43136376415899,1.78103693862113,1,0,3
"1970","Dipodomys ornatus","ornatus","Dipodomys",3,19,3,9,2,0.222,1,1,"Heteromyidae","Rodentia",6144701,NA,NA,"Yes",22.751667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-103.302756954975,23.3351759827641,"Euarchontoglires",0.301029995663981,0.477121254719662,NA,1,0,3
"1971","Dipodomys panamintinus","panamintinus","Dipodomys",19,554,13,50,10,0.2,10,0,"Heteromyidae","Rodentia",342222,74.7,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1,1.04139268515822,1.8733206018154,1,0,3
"1972","Dipodomys phillipsii","phillipsii","Dipodomys",4,64,1,28,4,0.143,3,0,"Heteromyidae","Rodentia",241220,41,1,"Yes",19.594243,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-101.800770532602,21.6603944652821,"Euarchontoglires",0.602059991327962,0.698970004336019,1.61278385671974,1,0,3
"1973","Dipodomys simulans","simulans","Dipodomys",7,109,5,24,6,0.25,3,1,"Heteromyidae","Rodentia",320775,70.36,0,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.778151250383644,0.845098040014257,1.84732583078542,1,0,3
"1974","Dipodomys spectabilis","spectabilis","Dipodomys",133,4243,55,58,38,0.655,92,2,"Heteromyidae","Rodentia",748116,135.88,1,"Yes",31.93285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-106.116644126183,30.4005839287538,"Euarchontoglires",1.57978359661681,1.5910646070265,2.13315553819799,NA,0,3
"1975","Dipodomys stephensi","stephensi","Dipodomys",25,405,13,54,12,0.222,14,2,"Heteromyidae","Rodentia",844928,69.75,1,"Yes",33.706796,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-117,35.055075605738,"Euarchontoglires",1.07918124604762,1.11394335230684,1.84354421194564,2,0,3
"1976","Dipodomys venustus","venustus","Dipodomys",1,6,1,52,1,0.019,0,0,"Heteromyidae","Rodentia",666013,72,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0,0.301029995663981,1.85733249643127,1,0,3
"1977","Dipus deasyi","deasyi","Dipus",1,8,1,3,1,0.333,0,1,"Dipodidae","Rodentia",7067188,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"1978","Dipus sagitta","sagitta","Dipus",37,238,26,34,7,0.206,4,3,"Dipodidae","Rodentia",475308,85.65,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.845098040014257,0.903089986991944,1.93272736730153,1,0,3
"1979","Distoechurus pennatus","pennatus","Distoechurus",3,39,2,31,2,0.065,2,0,"Acrobatidae","Diprotodontia",852215,44.1,1,"Yes",-5.1,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,140.333876143668,-3.66884015003935,"Marsupials & monotremes",0.301029995663981,0.477121254719662,1.64443858946784,1,0,3
"1980","Dobsonia anderseni","anderseni","Dobsonia",0,0,0,NA,0,0,0,0,"Pteropodidae","Chiroptera",3613450,233.99,1,"Yes",-2.1333,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,152.999999999999,-5.00076357997973,"Laurasiatheria",-Inf,0,2.36919729742032,1,1,3
