"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"530","Callosciurus orestes","Sciuridae",278,1
"531","Callosciurus phayrei","Sciuridae",269,1
"532","Callosciurus prevostii","Sciuridae",361.46,1
"533","Callosciurus pygerythrus","Sciuridae",252,1
"534","Callosciurus quinquestriatus","Sciuridae",207.77,2
"535","Calomys boliviae","Cricetidae",27,1
"536","Calomys callidus","Cricetidae",27,1
"537","Calomys callosus","Cricetidae",44.95,1
"538","Calomyscus bailwardi","Calomyscidae",20.4,1
"539","Calomyscus baluchi","Calomyscidae",21.39,2
"540","Calomyscus elburzensis","Calomyscidae",18.62,0
"541","Calomyscus grandis","Calomyscidae",18.62,0
"542","Calomyscus hotsoni","Calomyscidae",21.42,2
"543","Calomyscus mystax","Calomyscidae",17,1
"544","Calomyscus tsolovi","Calomyscidae",21.43,2
"545","Calomyscus urartensis","Calomyscidae",21.22,2
"546","Calomys expulsus","Cricetidae",39.86,1
"547","Calomys hummelincki","Cricetidae",27,1
"548","Calomys laucha","Cricetidae",14,1
"549","Calomys lepidus","Cricetidae",26.6,1
"550","Calomys musculinus","Cricetidae",20.1,1
"551","Calomys sorellus","Cricetidae",20,1
"552","Calomys tener","Cricetidae",13.8,1
"553","Calomys tocantinsi","Cricetidae",25.3,1
"554","Calomys venustus","Cricetidae",49.33,1
"555","Caloprymnus campestris","Potoroidae",900,1
"556","Caluromys derbianus","Didelphidae",297,1
"557","Caluromysiops irrupta","Didelphidae",250,1
"558","Caluromys lanatus","Didelphidae",325,1
"559","Caluromys philander","Didelphidae",229.25,1
"560","Calyptophractus retusus","Dasypodidae",129.99,1
"561","Camelus bactrianus","Camelidae",690000,1
"562","Camelus dromedarius","Camelidae",601000,1
"563","Canis adustus","Canidae",10249.91,1
"564","Canis aureus","Canidae",10345.23,1
"565","Canis latrans","Canidae",13406.33,1
"566","Canis lupus","Canidae",32183.33,1
"567","Canis mesomelas","Canidae",8500.02,1
"568","Canis simensis","Canidae",10000,1
"569","Cannomys badius","Spalacidae",650,1
"570","Cansumys canus","Cricetidae",76.02,2
"571","Caperea marginata","Neobalaenidae",3.2e+07,1
"572","Capra caucasica","Bovidae",55000,1
"573","Capra falconeri","Bovidae",41000,1
"574","Capra hircus","Bovidae",54250,1
"575","Capra ibex","Bovidae",85166.51,1
"576","Capra nubiana","Bovidae",62624.84,1
"577","Capra pyrenaica","Bovidae",50000,1
"578","Capra sibirica","Bovidae",130000,1
"579","Capra walie","Bovidae",1e+05,1
"580","Capreolus capreolus","Cervidae",22500,1
"581","Capreolus pygargus","Cervidae",43752.21,1
"582","Capricornis crispus","Bovidae",43030.64,1
"583","Capricornis milneedwardsii","Bovidae",69093.52,0
"584","Capricornis rubidus","Bovidae",69093.52,0
"585","Capricornis sumatraensis","Bovidae",110942.22,1
"586","Capricornis swinhoei","Bovidae",69093.52,0
"587","Capricornis thar","Bovidae",69093.52,0
"588","Caprolagus hispidus","Leporidae",2497,1
"589","Capromys gundlachianus","Capromyidae",5650,0
"590","Capromys pilorides","Capromyidae",5650,1
"591","Caracal caracal","Felidae",13749.91,1
"592","Cardiocranius paradoxus","Dipodidae",8.6,1
"593","Cardioderma cor","Megadermatidae",27.84,1
"594","Carollia brevicauda","Phyllostomidae",14.4,1
"595","Carollia castanea","Phyllostomidae",13.27,1
"596","Carollia colombiana","Phyllostomidae",15.47,0
"597","Carollia perspicillata","Phyllostomidae",18,1
"598","Carollia sowelli","Phyllostomidae",16.5,1
"599","Carollia subrufa","Phyllostomidae",15.59,1
"600","Carpitalpa arendsi","Chrysochloridae",52.34,1
"601","Carpomys melanurus","Muridae",219.06,2
"602","Carpomys phaeurus","Muridae",215.15,2
"603","Carterodon sulcidens","Echimyidae",113.8,1
"604","Caryomys eva","Cricetidae",47.71,0
"605","Caryomys inez","Cricetidae",47.71,0
"606","Casinycteris argynnis","Pteropodidae",29.85,1
"607","Castor canadensis","Castoridae",21820,1
"608","Castor fiber","Castoridae",19000,1
"609","Catagonus wagneri","Tayassuidae",35566.41,1
"610","Catopuma badia","Felidae",2500,1
"611","Catopuma temminckii","Felidae",11500,1
"612","Cavia aperea","Caviidae",549,1
"613","Cavia fulgida","Caviidae",282.5,1
"614","Cavia intermedia","Caviidae",578.88,1
"615","Cavia magna","Caviidae",460,1
"616","Cavia porcellus","Caviidae",728,1
"617","Cavia tschudii","Caviidae",1000,1
"618","Cebus albifrons","Cebidae",2629,1
"619","Cebus apella","Cebidae",2500,1
"620","Cebus capucinus","Cebidae",2733.32,1
"621","Cebus kaapori","Cebidae",3000,1
"622","Cebus libidinosus","Cebidae",2687.21,0
"623","Cebus nigritus","Cebidae",2687.21,0
"624","Cebus olivaceus","Cebidae",2599.98,1
"625","Cebus xanthosternos","Cebidae",2687.21,0
"626","Centronycteris centralis","Emballonuridae",5,0
"627","Centronycteris maximiliani","Emballonuridae",5,1
"628","Centurio senex","Phyllostomidae",21.22,1
"629","Cephalophus adersi","Bovidae",9249.96,1
"630","Cephalophus brookei","Bovidae",20863.36,0
"631","Cephalophus callipygus","Bovidae",18249.88,1
"632","Cephalophus dorsalis","Bovidae",20000,1
"633","Cephalophus jentinki","Bovidae",70000.32,1
"634","Cephalophus leucogaster","Bovidae",12699.89,1
"635","Cephalophus natalensis","Bovidae",11999.97,1
"636","Cephalophus niger","Bovidae",20399.99,1
"637","Cephalophus nigrifrons","Bovidae",13899.85,1
"638","Cephalophus ogilbyi","Bovidae",20000,1
"639","Cephalophus rufilatus","Bovidae",11999.97,1
"640","Cephalophus silvicultor","Bovidae",72500.33,1
"641","Cephalophus spadix","Bovidae",56000.25,1
"642","Cephalophus weynsi","Bovidae",17000,1
"643","Cephalophus zebra","Bovidae",17500.08,1
"644","Cephalorhynchus commersonii","Delphinidae",72400,1
"645","Cephalorhynchus eutropia ","Delphinidae",45000,1
"646","Cephalorhynchus heavisidii","Delphinidae",40000,1
"647","Cephalorhynchus hectori","Delphinidae",50000,1
"648","Ceratotherium simum","Rhinocerotidae",2949986.31,1
"649","Cercartetus caudatus","Burramyidae",25,1
"650","Cercartetus concinnus","Burramyidae",13,1
"651","Cercartetus lepidus","Burramyidae",7,1
"652","Cercartetus nanus","Burramyidae",24,1
"653","Cercocebus agilis","Cercopithecidae",8000,1
"654","Cercocebus atys","Cercopithecidae",6941.24,1
"655","Cercocebus chrysogaster","Cercopithecidae",12000,1
"656","Cercocebus galeritus","Cercopithecidae",7835.02,1
"657","Cercocebus sanjei","Cercopithecidae",8000,1
"658","Cercocebus torquatus","Cercopithecidae",7749.97,1
"659","Cercopithecus albogularis","Cercopithecidae",4291.5,0
"660","Cercopithecus ascanius","Cercopithecidae",3550,1
"661","Cercopithecus campbelli","Cercopithecidae",4099.96,1
"662","Cercopithecus cephus","Cercopithecidae",3484.98,1
"663","Cercopithecus denti","Cercopithecidae",4500,1
"664","Cercopithecus diana","Cercopithecidae",4175.03,1
"665","Cercopithecus doggetti","Cercopithecidae",4291.5,0
"666","Cercopithecus dryas","Cercopithecidae",3075,1
"667","Cercopithecus erythrogaster","Cercopithecidae",2500,1
"668","Cercopithecus erythrotis","Cercopithecidae",3918.33,1
"669","Cercopithecus hamlyni","Cercopithecidae",6875,1
"670","Cercopithecus kandti","Cercopithecidae",4291.5,0
"671","Cercopithecus lhoesti","Cercopithecidae",5375.02,1
"672","Cercopithecus lowei","Cercopithecidae",4400,1
"673","Cercopithecus mitis","Cercopithecidae",5000,1
"674","Cercopithecus mona","Cercopithecidae",4208.33,1
"675","Cercopithecus neglectus","Cercopithecidae",5479.99,1
"676","Cercopithecus nictitans","Cercopithecidae",5803.34,1
"677","Cercopithecus petaurista","Cercopithecidae",2774.98,1
"678","Cercopithecus pogonias","Cercopithecidae",3764.96,1
"679","Cercopithecus preussi","Cercopithecidae",5250,1
"680","Cercopithecus roloway","Cercopithecidae",5500,1
"681","Cercopithecus sclateri","Cercopithecidae",3375,1
"682","Cercopithecus solatus","Cercopithecidae",6500,1
"683","Cercopithecus wolfi","Cercopithecidae",4000,1
"684","Cerdocyon thous","Canidae",5239.98,1
"685","Cervus elaphus","Cervidae",165015.85,1
"686","Cervus nippon","Cervidae",53000,1
"687","Chaerephon aloysiisabaudiae","Molossidae",14.53,0
"688","Chaerephon ansorgei","Molossidae",16.14,1
"689","Chaerephon bemmeleni","Molossidae",19,1
"690","Chaerephon bivittatus","Molossidae",15.42,1
"691","Chaerephon bregullae","Molossidae",14.53,0
"692","Chaerephon chapini","Molossidae",10,1
"693","Chaerephon gallagheri","Molossidae",18.65,2
"694","Chaerephon jobensis","Molossidae",16.89,1
"695","Chaerephon johorensis","Molossidae",18.65,2
"696","Chaerephon leucogaster","Molossidae",12.5,1
"697","Chaerephon major","Molossidae",14.75,1
"698","Chaerephon nigeriae","Molossidae",19.8,1
"699","Chaerephon plicatus","Molossidae",21.83,1
"700","Chaerephon pumilus","Molossidae",10.98,1
"701","Chaerephon russatus","Molossidae",16.98,1
"702","Chaerephon shortridgei","Molossidae",14.53,0
"703","Chaerephon solomonis","Molossidae",14.53,0
"704","Chaerephon tomensis","Molossidae",7.48,1
"705","Chaetocauda sichuanensis","Gliridae",31.51,1
"706","Chaetodipus arenarius","Heteromyidae",23,1
"707","Chaetodipus artus","Heteromyidae",21.74,2
"708","Chaetodipus baileyi","Heteromyidae",26.35,1
"709","Chaetodipus californicus","Heteromyidae",22,1
"710","Chaetodipus dalquesti","Heteromyidae",20.31,0
"711","Chaetodipus eremicus","Heteromyidae",20.31,0
"712","Chaetodipus fallax","Heteromyidae",18.7,1
"713","Chaetodipus formosus","Heteromyidae",19.45,1
"714","Chaetodipus goldmani","Heteromyidae",23,1
"715","Chaetodipus hispidus","Heteromyidae",32,1
"716","Chaetodipus intermedius","Heteromyidae",16.5,1
"717","Chaetodipus lineatus","Heteromyidae",23,1
"718","Chaetodipus nelsoni","Heteromyidae",15.75,1
"719","Chaetodipus penicillatus","Heteromyidae",16.89,1
"720","Chaetodipus pernix","Heteromyidae",17,1
"721","Chaetodipus rudinoris","Heteromyidae",20.31,0
"722","Chaetodipus spinatus","Heteromyidae",16.35,1
"723","Chaetomys subspinosus","Erethizontidae",1299.99,1
"724","Chaetophractus nationi","Dasypodidae",2150.01,1
"725","Chaetophractus vellerosus","Dasypodidae",1030.01,1
"726","Chaetophractus villosus","Dasypodidae",4540.04,1
"727","Chalinolobus dwyeri","Vespertilionidae",9.03,1
"728","Chalinolobus gouldii","Vespertilionidae",14.47,1
"729","Chalinolobus morio","Vespertilionidae",8.77,1
"730","Chalinolobus neocaledonicus","Vespertilionidae",8.71,0
"731","Chalinolobus nigrogriseus","Vespertilionidae",8.8,1
"732","Chalinolobus picatus","Vespertilionidae",5.1,1
"733","Chalinolobus tuberculatus","Vespertilionidae",8.5,1
"734","Cheirogaleus adipicaudatus","Cheirogaleidae",285.39,0
"735","Cheirogaleus crossleyi","Cheirogaleidae",285.39,0
"736","Cheirogaleus major","Cheirogaleidae",450,1
"737","Cheirogaleus medius","Cheirogaleidae",181,1
"738","Cheirogaleus minusculus","Cheirogaleidae",285.39,0
"739","Cheirogaleus ravus","Cheirogaleidae",285.39,0
"740","Cheirogaleus sibreei","Cheirogaleidae",285.39,0
"741","Cheiromeles parvidens","Molossidae",163.5,0
"742","Cheiromeles torquatus","Molossidae",163.5,1
"743","Chelemys delfini","Cricetidae",61.02,0
"744","Chelemys macronyx","Cricetidae",73.3,1
"745","Chelemys megalonyx","Cricetidae",50.8,1
"746","Chibchanomys orcesi","Cricetidae",50,0
"747","Chibchanomys trichotis","Cricetidae",50,1
"748","Chilomys instans","Cricetidae",19,1
"749","Chilonatalus micropus","Natalidae",2.5,1
"750","Chilonatalus tumidifrons","Natalidae",3.62,1
"751","Chimarrogale hantu","Soricidae",55,1
"752","Chimarrogale himalayica","Soricidae",34.75,1
"753","Chimarrogale phaeura","Soricidae",31,1
"754","Chimarrogale platycephalus","Soricidae",36.32,1
"755","Chimarrogale styani","Soricidae",25.8,1
"756","Chimarrogale sumatrana","Soricidae",27.89,2
"757","Chinchilla chinchilla","Chinchillidae",499.99,1
"758","Chinchilla lanigera","Chinchillidae",417,1
"759","Chinchillula sahamae","Cricetidae",169.75,1
"760","Chionomys gud","Cricetidae",93.5,1
"761","Chionomys nivalis","Cricetidae",54,1
"762","Chionomys roberti","Cricetidae",93.5,1
"763","Chiroderma doriae","Phyllostomidae",19.9,1
"764","Chiroderma improvisum","Phyllostomidae",35,1
"765","Chiroderma salvini","Phyllostomidae",25.52,1
"766","Chiroderma trinitatum","Phyllostomidae",13.68,1
"767","Chiroderma villosum","Phyllostomidae",23.12,1
"768","Chiromyscus chiropus","Muridae",77.8,1
"769","Chironax melanocephalus","Pteropodidae",16.67,1
"770","Chironectes minimus","Didelphidae",946,1
"771","Chiropodomys calamianensis","Muridae",40.5,1
"772","Chiropodomys gliroides","Muridae",21.5,1
"773","Chiropodomys karlkoopmani","Muridae",29.1,1
"774","Chiropodomys major","Muridae",42,1
"775","Chiropodomys muroides","Muridae",16.4,1
"776","Chiropodomys pusillus","Muridae",28.9,1
"777","Chiropotes albinasus","Pitheciidae",2900.01,1
"778","Chiropotes chiropotes","Pitheciidae",2949.58,0
"779","Chiropotes israelita","Pitheciidae",2949.58,0
"780","Chiropotes satanas","Pitheciidae",2999.99,1
"781","Chiropotes utahickae","Pitheciidae",2949.58,0
"782","Chiruromys forbesi","Muridae",105.15,1
"783","Chiruromys lamia","Muridae",47.2,1
"784","Chiruromys vates","Muridae",45.55,1
"785","Chlamyphorus truncatus","Dasypodidae",44.3,1
"786","Chlorocebus aethiops","Cercopithecidae",4155,1
"787","Chlorocebus cynosuros","Cercopithecidae",4993,0
"788","Chlorocebus djamdjamensis","Cercopithecidae",6000,1
"789","Chlorocebus pygerythrus","Cercopithecidae",4993,0
"790","Chlorocebus sabaeus","Cercopithecidae",4993,0
"791","Chlorocebus tantalus","Cercopithecidae",4993,0
"792","Chlorotalpa duthieae","Chrysochloridae",49.7,2
"793","Chlorotalpa sclateri","Chrysochloridae",41,1
"794","Chodsigoa caovansunga","Soricidae",5.49,0
"795","Chodsigoa hypsibia","Soricidae",5.49,0
"796","Chodsigoa lamula","Soricidae",5.49,0
"797","Chodsigoa parca","Soricidae",5.49,0
"798","Chodsigoa parva","Soricidae",5.49,0
"799","Chodsigoa salenskii","Soricidae",5.49,1
"800","Chodsigoa smithii","Soricidae",5.49,0
"801","Chodsigoa sodalis","Soricidae",5.49,0
"802","Choeroniscus godmani","Phyllostomidae",7.9,1
"803","Choeroniscus minor","Phyllostomidae",8.73,1
"804","Choeroniscus periosus","Phyllostomidae",11.57,2
"805","Choeronycteris mexicana","Phyllostomidae",16.6,1
"806","Choloepus didactylus","Megalonychidae",5160,1
"807","Choloepus hoffmanni","Megalonychidae",4750.01,1
"808","Chrotogale owstoni","Viverridae",3250,1
"809","Chrotomys gonzalesi","Muridae",140.2,1
"810","Chrotomys mindorensis","Muridae",151.98,1
"811","Chrotomys silaceus","Muridae",85.13,2
"812","Chrotomys whiteheadi","Muridae",140.67,1
"813","Chrotopterus auritus","Phyllostomidae",77.86,1
"814","Chrysochloris asiatica","Chrysochloridae",49,1
"815","Chrysochloris stuhlmanni","Chrysochloridae",39.8,1
"816","Chrysochloris visagiei","Chrysochloridae",30,1
"817","Chrysocyon brachyurus","Canidae",23249.84,1
"818","Chrysospalax trevelyani","Chrysochloridae",426.5,1
"819","Chrysospalax villosus","Chrysochloridae",119.88,1
"820","Cistugo lesueuri","Vespertilionidae",7.26,2
"821","Cistugo seabrae","Vespertilionidae",8.35,0
"822","Civettictis civetta","Viverridae",11999.97,1
"823","Cloeotis percivali","Hipposideridae",4.05,1
"824","Clyomys bishopi","Echimyidae",30,1
"825","Clyomys laticeps","Echimyidae",201,1
"826","Coccymys albidens","Muridae",40.4,2
"827","Coccymys ruemmleri","Muridae",29.7,1
"828","Coelops frithii","Hipposideridae",7.52,1
"829","Coelops robinsoni","Hipposideridae",6.5,1
"830","Coendou bicolor","Erethizontidae",4050.05,1
"831","Coendou nycthemera","Erethizontidae",2999.98,1
"832","Coendou prehensilis","Erethizontidae",4399.97,1
"833","Coendou rothschildi","Erethizontidae",2000,1
"834","Coleura afra","Emballonuridae",10.67,1
"835","Coleura seychellensis","Emballonuridae",10.57,1
"836","Colobus angolensis","Cercopithecidae",9850,1
"837","Colobus guereza","Cercopithecidae",10600,1
"838","Colobus polykomos","Cercopithecidae",9917.45,1
"839","Colobus satanas","Cercopithecidae",4319.96,1
"840","Colobus vellerosus","Cercopithecidae",7700.18,1
"841","Colomys goslingi","Muridae",62.5,1
"842","Condylura cristata","Talpidae",84,1
"843","Conepatus chinga","Mephitidae",1917.52,1
"844","Conepatus humboldtii","Mephitidae",328,1
"845","Conepatus leuconotus","Mephitidae",3500.02,1
"846","Conepatus semistriatus","Mephitidae",1200,1
"847","Congosorex polli","Soricidae",10.3,2
"848","Congosorex verheyeni","Soricidae",9.05,0
"849","Conilurus albipes","Muridae",200,1
"850","Conilurus penicillatus","Muridae",153.5,1
"851","Connochaetes gnou","Bovidae",179998.96,1
"852","Connochaetes taurinus","Bovidae",179998.96,1
"853","Cormura brevirostris","Emballonuridae",9.18,1
"854","Corynorhinus mexicanus","Vespertilionidae",9.71,0
"855","Corynorhinus rafinesquii","Vespertilionidae",9.15,1
"856","Corynorhinus townsendii","Vespertilionidae",10.3,1
"857","Coryphomys buehleri","Muridae",71.33,0
"858","Craseonycteris thonglongyai","Craseonycteridae",2.15,1
"859","Crateromys australis","Muridae",445,1
"860","Crateromys heaneyi","Muridae",572.22,0
"861","Crateromys paulus","Muridae",401,1
"862","Crateromys schadenbergi","Muridae",1050,1
"863","Cratogeomys castanops","Geomyidae",266.83,1
"864","Cratogeomys fumosus","Geomyidae",150,1
"865","Cratogeomys goldmani","Geomyidae",71.51,2
"866","Cratogeomys gymnurus","Geomyidae",599.99,1
"867","Cratogeomys merriami","Geomyidae",419.99,1
"868","Cratogeomys neglectus","Geomyidae",302.48,1
"869","Cratogeomys tylorhinus","Geomyidae",403.42,1
"870","Cratogeomys zinseri","Geomyidae",150,1
"871","Cremnomys cutchicus","Muridae",59.8,1
"872","Cremnomys elvira","Muridae",77.1,1
"873","Cricetomys ansorgei","Nesomyidae",1285.41,0
"874","Cricetomys emini","Nesomyidae",1299.99,1
"875","Cricetomys gambianus","Nesomyidae",1271,1
"876","Cricetomys kivuensis","Nesomyidae",1285.41,0
"877","Cricetulus alticola","Cricetidae",37.67,2
"878","Cricetulus barabensis","Cricetidae",22.85,1
"879","Cricetulus kamensis","Cricetidae",37.65,2
"880","Cricetulus longicaudatus","Cricetidae",22.1,1
"881","Cricetulus migratorius","Cricetidae",38.5,1
"882","Cricetulus sokolovi","Cricetidae",37.67,2
"883","Cricetus cricetus","Cricetidae",510,1
"884","Crocidura aleksandrisi","Soricidae",10.35,2
"885","Crocidura allex","Soricidae",10.35,2
"886","Crocidura andamanensis","Soricidae",10.35,2
"887","Crocidura ansellorum","Soricidae",10.35,2
"888","Crocidura arabica","Soricidae",5.86,1
"889","Crocidura arispa","Soricidae",10.42,0
"890","Crocidura armenica","Soricidae",10.35,2
"891","Crocidura attenuata","Soricidae",14.27,1
"892","Crocidura attila","Soricidae",10.35,2
"893","Crocidura baileyi","Soricidae",10.35,2
"894","Crocidura baluensis","Soricidae",16.9,1
"895","Crocidura batesi","Soricidae",15.5,1
"896","Crocidura beatus","Soricidae",10.55,1
"897","Crocidura beccarii","Soricidae",10.35,2
"898","Crocidura bottegi","Soricidae",3.5,1
"899","Crocidura bottegoides","Soricidae",3.07,1
"900","Crocidura brunnea","Soricidae",10.42,0
"901","Crocidura buettikoferi","Soricidae",10.35,2
"902","Crocidura caliginea","Soricidae",10.35,2
"903","Crocidura canariensis","Soricidae",7.5,1
"904","Crocidura caspica","Soricidae",10.42,0
"905","Crocidura cinderella","Soricidae",10.35,2
"906","Crocidura congobelgica","Soricidae",10.35,2
"907","Crocidura crenata","Soricidae",6.52,1
"908","Crocidura crossei","Soricidae",6.9,1
"909","Crocidura cyanea","Soricidae",9.35,1
"910","Crocidura denti","Soricidae",7,1
"911","Crocidura desperata","Soricidae",10.35,2
"912","Crocidura dhofarensis","Soricidae",5.8,1
"913","Crocidura dolichura","Soricidae",5.7,1
"914","Crocidura douceti","Soricidae",4.3,1
"915","Crocidura dsinezumi","Soricidae",10.21,1
"916","Crocidura eisentrauti","Soricidae",10.35,2
"917","Crocidura elgonius","Soricidae",6.5,1
"918","Crocidura elongata","Soricidae",17.8,1
"919","Crocidura erica","Soricidae",10.35,2
"920","Crocidura fischeri","Soricidae",10.35,2
"921","Crocidura flavescens","Soricidae",28.49,1
"922","Crocidura floweri","Soricidae",10.35,2
"923","Crocidura foetida","Soricidae",10.42,0
"924","Crocidura foxi","Soricidae",19,1
"925","Crocidura fuliginosa","Soricidae",12,1
"926","Crocidura fulvastra","Soricidae",12.67,1
"927","Crocidura fumosa","Soricidae",14.5,1
"928","Crocidura fuscomurina","Soricidae",3.92,1
"929","Crocidura glassi","Soricidae",10.35,2
"930","Crocidura gmelini","Soricidae",10.42,0
"931","Crocidura goliath","Soricidae",54.84,1
"932","Crocidura gracilipes","Soricidae",6.7,1
