species,median_lat,order
Hylomyscus aeta,0.8333,Rodentia
Hylomyscus alleni,3.92,Rodentia
Hylomyscus arcimontensis,-6.91585,Rodentia
Hylomyscus baeri,6.38,Rodentia
Hylomyscus carillus,-9.125,Rodentia
Hylomyscus endorobae,-0.239433,Rodentia
Hylomyscus grandis,6.22,Rodentia
Hylomyscus heinrichorum,-12.46667,Rodentia
Hylomyscus kaimosae,-0.082,Rodentia
Hylomyscus kerbispeterhansi,0.99973,Rodentia
Hylomyscus pamfi,7.43,Rodentia
Hylomyscus parvus,-0.25,Rodentia
Hylomyscus simus,6.48,Rodentia
Hylomyscus stella,0.501044,Rodentia
Hylomyscus walterverheyeni,2.783,Rodentia
Hylonycteris underwoodi,16.462361,Chiroptera
Hylopetes alboniger,25.299999,Rodentia
Hylopetes bartelsi,-6.8269,Rodentia
Hylopetes nigripes,9.73,Rodentia
Hylopetes platyurus,2.92,Rodentia
Hylopetes spadiceus,2.37,Rodentia
Hylopetes winstoni,4.733461,Rodentia
Hyomys dammermani,-3.9167,Rodentia
Hyomys goliath,-7.448839257889464,Rodentia
Hyosciurus heinrichi,-2.8181,Rodentia
Hyosciurus ileile,1.10607,Rodentia
Hyperacrius fertilis,35.459584,Rodentia
Hyperacrius wynnei,34.541,Rodentia
Hyperoodon ampullatus,43.8785,Cetacea
Hyperoodon planifrons,-47.806667,Cetacea
Hypogeomys antimena,-20.066668,Rodentia
Hypsignathus monstrosus,4.380333500000001,Chiroptera
Hypsiprymnodon moschatus,-17.2,Diprotodontia
Hypsugo alaschanicus,43.644999999999996,Chiroptera
Hypsugo anchietae,-20.07481,Chiroptera
Hypsugo arabicus,25.45,Chiroptera
Hypsugo ariel,16.65,Chiroptera
Hypsugo bodenheimeri,30.94,Chiroptera
Hypsugo cadornae,22.367,Chiroptera
Hypsugo imbricatus,-6.597855,Chiroptera
Hypsugo joffrei,27.75,Chiroptera
Hypsugo kitcheneri,5.83333,Chiroptera
Hypsugo macrotis,-0.31688,Chiroptera
Hypsugo musciculus,2.98333,Chiroptera
Hypsugo pulveratus,17.567,Chiroptera
Hypsugo savii,43.18476,Chiroptera
Hypsugo vordermanni,7.116667,Chiroptera
Hystrix africaeaustralis,-32.25,Rodentia
Hystrix crassispinis,4.56667,Rodentia
Hystrix cristata,17.937374499999997,Rodentia
Hystrix indica,32.02,Rodentia
Hystrix javanica,-7.7081885,Rodentia
Hystrix pumila,9.925,Rodentia
Hystrix sumatrae,-4.133333,Rodentia
Ia io,25.921425,Chiroptera
Icaronycteris index,41.8025,Chiroptera
Ichneumia albicauda,-0.283401,Carnivora
Ichthyomys hydrobates,7.3876855,Rodentia
Ictidomys parvidens,30.490999,Rodentia
Ictonyx striatus,-14.625,Carnivora
Ictops dakotensis,43.0500015,Pilosa
Idionycteris phyllotis,33.37404812917497,Chiroptera
Idiurus macrotis,1.45835,Rodentia
Idiurus zenkeri,0.5,Rodentia
Indopacetus pacificus,-4.709722,Cetacea
Indri indri,-18.68684,Primates
Inia araguaiaensis,-0.39,Cetacea
Iomys horsfieldii,5.98333,Rodentia
Irenomys tarsalis,-41.066666,Rodentia
Isolobodon montanus,18.32,Rodentia
Isolobodon portoricensis,18.32,Rodentia
Isoodon fusciventer,-32.5,Peramelemorphia
Isothrix barbarabrownae,-13.100533,Rodentia
Isothrix bistriata,-4.874420499999999,Rodentia
Isothrix pagurus,-2.8120060000000002,Rodentia
Isothrix sinnamariensis,3.508,Rodentia
Isthmomys flavidus,8.78333,Rodentia
Jaculus blanfordi,31.433167,Rodentia
Jaculus orientalis,31.583334,Rodentia
Janjucetus hunderi,-38.3587515,Cetacea
Juliomys ossitenuis,-25.046805499999998,Rodentia
Juliomys pictipes,-24.283333,Rodentia
Juliomys ximenezi,-29.16,Rodentia
Juscelinomys huanchacae,-14.6092,Rodentia
Kadarsanomys sodyi,-6.9178,Rodentia
Kannabateomys amblyonyx,-24.333334,Rodentia
Kenyapithecus wickeri,0.166,Primates
Kerivoula africana,0.8,Chiroptera
Kerivoula argentata,-10.95,Chiroptera
Kerivoula cuprosa,0.3561,Chiroptera
Kerivoula hardwickii,15.2,Chiroptera
Kerivoula intermedia,3.717,Chiroptera
Kerivoula kachinensis,18.439,Chiroptera
Kerivoula krauensis,3.717,Chiroptera
Kerivoula lanosa,0.56245,Chiroptera
Kerivoula lenis,2.653333,Chiroptera
Kerivoula minuta,5.65,Chiroptera
Kerivoula papillosa,5.824999999999999,Chiroptera
Kerivoula pellucida,6.7197949999999995,Chiroptera
Kerivoula phalaena,5.3,Chiroptera
Kerivoula picta,10.873245,Chiroptera
Kerivoula smithii,1.25,Chiroptera
Kerivoula titania,16.4185,Chiroptera
Kerivoula whiteheadi,12.84097,Chiroptera
Kerodon acrobata,-13.73497,Rodentia
Kerodon rupestris,-7.073823,Rodentia
Kobus anselli,-8.9,Artiodactyla
Kobus megaceros,8.67699,Artiodactyla
Kobus vardonii,-12.92935,Artiodactyla
Kogia breviceps,29.175,Cetacea
Kogia sima,27.432122034470375,Cetacea
Komodomys rintjanus,-8.65381,Rodentia
Kunsia fronto,-15.841251,Rodentia
Kunsia tomentosus,-13.7825,Rodentia
Laccopithecus robustus,25.016666,Primates
Laephotis angolensis,-18.166667,Chiroptera
Laephotis botswanae,-15.98575,Chiroptera
Laephotis namibensis,-23.55,Chiroptera
Laephotis wintoni,0.43794,Chiroptera
Lagenodelphis hosei,-20.766667,Cetacea
Lagenorhynchus acutus,44.245166,Cetacea
Lagenorhynchus albirostris,55.253963,Cetacea
Lagenorhynchus australis,-50.5499995,Cetacea
Lagenorhynchus cruciger,-54.638838,Cetacea
Lagenorhynchus obliquidens,36.6368985,Cetacea
Lagenorhynchus obscurus,-42.487728000000004,Cetacea
Lagidium peruanum,-16.643887,Rodentia
Lagidium wolffsohni,-47.1906855,Rodentia
Lagorchestes asomatus,-22.25,Diprotodontia
Lagorchestes conspicillatus,-19.815,Diprotodontia
Lagorchestes hirsutus,-25.1,Diprotodontia
Lagorchestes leporides,-34.18,Diprotodontia
Lagostomus maximus,-31.9599,Rodentia
Lagostrophus fasciatus,-24.9,Diprotodontia
Lagothrix flavicauda,-5.909764,Primates
Lagurus lagurus,52.7025,Rodentia
Lamottemys okuensis,6.22,Rodentia
Laonastes aenigmamus,17.44,Rodentia
Lariscus hosei,5.8514479999999995,Rodentia
Lariscus insignis,2.37,Rodentia
Lariscus niobe,-1.71759,Rodentia
Lariscus obscurus,-2.707515,Rodentia
Lasionycteris noctivagans,39.3530505,Chiroptera
Lasiopodomys brandtii,47.43276,Rodentia
Lasiopodomys mandarinus,40.94157,Rodentia
Lasiorhinus krefftii,-22.366667,Diprotodontia
Lasiorhinus latifrons,-33.94897,Diprotodontia
Lasiurus atratus,4.533,Chiroptera
Lasiurus borealis,35.360239,Chiroptera
Lasiurus ebenus,-24.166666,Chiroptera
Lasiurus minor,18.28,Chiroptera
Lasiurus pfeifferi,22.666667,Chiroptera
Lasiurus seminolus,30.656889,Chiroptera
Lasiurus varius,-41.856879,Chiroptera
Latidens salimalii,9.362122,Chiroptera
Lavia frons,3.733333,Chiroptera
Leggadina forresti,-29.34788,Rodentia
Leggadina lakedownensis,-17.4,Rodentia
Lemmiscus curtatus,49.34141,Rodentia
Lemmus amurensis,57.29624,Rodentia
Lemmus lemmus,62.6316105,Rodentia
Lemmus portenkoi,71.26667,Rodentia
Lemmus sibiricus,70.6364669613306,Rodentia
Lemmus trimucronatus,64.319444,Rodentia
Lemniscomys bellieri,6.2,Rodentia
Lemniscomys griselda,-11.625,Rodentia
Lemniscomys hoogstraali,10.43,Rodentia
Lemniscomys linulus,9.42,Rodentia
Lemniscomys macculus,3.883,Rodentia
Lemniscomys mittendorfi,6.22,Rodentia
Lemniscomys rosalia,-15.57,Rodentia
Lemniscomys striatus,0.5,Rodentia
Lemniscomys zebra,10.5683,Rodentia
Lemur catta,-22.405076,Primates
Lenomys meyeri,0.7638,Rodentia
Lenothrix canus,3.17,Rodentia
Lenoxus apicalis,-14.20604,Rodentia
Leontopithecus chrysomelas,29.463525,Primates
Leontopithecus chrysopygus,-22.610333,Primates
Leontopithecus rosalia,-19.935556,Primates
Leopardus braccatus,-18.9416665,Carnivora
Leopardus colocolo,-29.911935,Carnivora
Leopardus geoffroyi,-30.339440500000002,Carnivora
Leopardus guigna,-40.835615000000004,Carnivora
Leopardus guttulus,-20.018056,Carnivora
Leopardus pajeros,-37.154277,Carnivora
Leopardus tigrinus,4.6,Carnivora
Leopardus wiedii,15.9163695,Carnivora
Leopoldamys ciliatus,0.097273,Rodentia
Leopoldamys edwardsi,25.466669,Rodentia
Leopoldamys neilli,14.62,Rodentia
Leopoldamys sabanus,3.23,Rodentia
Lepilemur aeeclis,-15.879999999999999,Primates
Lepilemur ahmansonorum,-16.04,Primates
Lepilemur ankaranensis,-12.8780845,Primates
Lepilemur betsileo,-20.38,Primates
Lepilemur dorsalis,-13.8,Primates
Lepilemur edwardsi,-16.229,Primates
Lepilemur fleuretae,-24.77,Primates
Lepilemur grewcockorum,-15.22,Primates
Lepilemur hollandorum,-16.32,Primates
Lepilemur jamesorum,-23.0277,Primates
Lepilemur leucopus,-25.001621,Primates
Lepilemur microdon,-21.2167,Primates
Lepilemur milanoii,-13.15,Primates
Lepilemur mittermeieri,-13.63,Primates
Lepilemur mustelinus,-19.648217000000002,Primates
Lepilemur otto,-15.5,Primates
Lepilemur petteri,-23.69,Primates
Lepilemur randrianasoloi,-19.050575000000002,Primates
Lepilemur ruficaudatus,-20.179037,Primates
Lepilemur sahamalazensis,-14.408591000000001,Primates
Lepilemur scottorum,-15.666965000000001,Primates
Lepilemur seali,-15.335278,Primates
Lepilemur septentrionalis,-12.916667,Primates
Lepilemur tymerlachsoni,-13.428564,Primates
Lepilemur wrightae,-23.54,Primates
Leporillus apicalis,-25.8,Rodentia
Leporillus conditor,-32.29592,Rodentia
Leptailurus serval,-8.933333,Carnivora
Leptomys ernstmayri,-4.708373292588988,Rodentia
Leptomys paulus,-9.891318958177195,Rodentia
Leptomys signatus,-6.5509455730780655,Rodentia
Leptonychotes weddellii,-68.4958,Carnivora
Leptonycteris curasoae,18.365278,Chiroptera
Leptonycteris nivalis,20.314176,Chiroptera
Leptonycteris yerbabuenae,20.40361,Chiroptera
Lepus alleni,28.757222,Lagomorpha
Lepus americanus,47.589241,Lagomorpha
Lepus arcticus,66.133,Lagomorpha
Lepus callotis,20.622222,Lagomorpha
Lepus castroviejoi,43.02,Lagomorpha
Lepus comus,30.6962105,Lagomorpha
Lepus coreanus,37.291111,Lagomorpha
Lepus corsicanus,42.31877,Lagomorpha
Lepus crawshayi,-0.820994,Lagomorpha
Lepus douglasii,56.51521,Lagomorpha
Lepus fagani,7.779497,Lagomorpha
Lepus flavigularis,16.223713,Lagomorpha
Lepus granatensis,39.580000999999996,Lagomorpha
Lepus habessinicus,8.903015,Lagomorpha
Lepus hainanus,19.514484,Lagomorpha
Lepus insularis,24.4683,Lagomorpha
Lepus mandshuricus,45.06667,Lagomorpha
Lepus microtis,-9.68,Lagomorpha
Lepus nigricollis,12.117811499999998,Lagomorpha
Lepus othus,64.683333,Lagomorpha
Lepus peguensis,14.04,Lagomorpha
Lepus saxatilis,-25.9075075,Lagomorpha
Lepus siamensis,18.494089,Lagomorpha
Lepus sinensis,23.8501545,Lagomorpha
Lepus starcki,6.854168,Lagomorpha
Lepus talai,45.34310691733805,Lagomorpha
Lepus tigrensis,15.666959,Lagomorpha
Lepus tolai,44.685833,Lagomorpha
Lepus townsendii,47.60149380065164,Lagomorpha
Lepus yarkandensis,39.76667,Lagomorpha
Lestodelphys halli,-41.22,Didelphimorphia
Lestoros inca,-13.177733,Paucituberculata
Liberiictis kuhni,6.174,Carnivora
Lichonycteris obscura,10.408007657857873,Chiroptera
Limnogale mergulus,-18.728285,Afrosoricida
Limnomys bryophilus,8.1583,Rodentia
Limnomys sibuanus,8.1583,Rodentia
Liomys adspersus,7.5,Rodentia
Liomys irroratus,20.141111,Rodentia
Liomys pictus,19.454167,Rodentia
Liomys salvini,13.28333,Rodentia
Liomys spectabilis,21.008333,Rodentia
Lionycteris spurrelli,4.42,Chiroptera
Lipotes vexillifer,29.321388,Cetacea
Lissodelphis borealis,36.734234,Cetacea
Lissodelphis peronii,-43.47,Cetacea
Litocranius walleri,0.626452,Artiodactyla
Llanocetus denticrenatus,-64.24402649999999,Cetacea
Lobodon carcinophaga,-66.454,Carnivora
Lonchophylla bokermanni,-19.513611,Chiroptera
Lonchophylla chocoana,3.5464,Chiroptera
Lonchophylla concava,8.08,Chiroptera
Lonchophylla dekeyseri,-13.9075,Chiroptera
Lonchophylla fornicata,2.5816665,Chiroptera
Lonchophylla handleyi,-9.3,Chiroptera
Lonchophylla hesperia,-5.787674070894123,Chiroptera
Lonchophylla inexpectata,-11.08333,Chiroptera
Lonchophylla mordax,4.603833,Chiroptera
Lonchophylla orienticollina,4.07012,Chiroptera
Lonchophylla robusta,9.16667,Chiroptera
Lonchorhina aurita,10.436997,Chiroptera
Lonchorhina inusitata,3.016855,Chiroptera
Lonchorhina marinkellei,2.513111,Chiroptera
Lonchorhina orinocensis,6.55,Chiroptera
Lonchothrix emiliae,-3.088275,Rodentia
Lontra canadensis,44.274236297618884,Carnivora
Lontra felina,-29.9086405,Carnivora
Lontra longicaudis,10.6283765,Carnivora
Lontra provocax,-40.71659,Carnivora
Lophiomys imhausi,0,Rodentia
Lophocebus aterrimus,-0.06667,Primates
Lophostoma brasiliense,7.32,Chiroptera
Lophostoma carrikeri,4.478,Chiroptera
Lophostoma evotis,17.758333,Chiroptera
Lophostoma kalkoae,9.1639,Chiroptera
Lophostoma schulzi,4.933,Chiroptera
Lophuromys angolensis,-5.05,Rodentia
Lophuromys ansorgei,-1.1667,Rodentia
Lophuromys aquilus,-2.2333,Rodentia
Lophuromys brevicaudus,6.96665,Rodentia
Lophuromys brunneus,7.5333,Rodentia
Lophuromys chrysopus,6.7,Rodentia
Lophuromys dieterleni,6.22,Rodentia
Lophuromys dudui,0.6,Rodentia
Lophuromys eisentrauti,5.86,Rodentia
Lophuromys flavopunctatus,0.6,Rodentia
Lophuromys huttereri,0.25,Rodentia
Lophuromys kilonzoi,-6.8833,Rodentia
Lophuromys luteogaster,0.75,Rodentia
Lophuromys machangui,-9.1833,Rodentia
Lophuromys makundii,-4.4333,Rodentia
Lophuromys medicaudatus,-1.9833,Rodentia
Lophuromys melanonyx,7.489746,Rodentia
Lophuromys nudicaudus,2.7815,Rodentia
Lophuromys rahmi,-2.2725,Rodentia
Lophuromys roseveari,4.2,Rodentia
Lophuromys sabunii,-7.8667,Rodentia
Lophuromys sikapusi,5.3333,Rodentia
Lophuromys verhageni,-3.242,Rodentia
Lophuromys woosnami,-2.2333,Rodentia
Lophuromys zena,-0.082,Rodentia
Lorentzimys alticola,-5.135456277036126,Rodentia
Lorentzimys nouhuysi,-7.364599990611365,Rodentia
Loris lori,13.0833,Primates
Loris malabaricus,12.0167,Primates
Loxodonta cyclotis,5.487129,Proboscidea
Lundomys molitor,-33.599998,Rodentia
Lutra lutra,54.07974,Carnivora
Lutra sumatrana,13.2,Carnivora
Lutreolina crassicaudata,-30.79482,Didelphimorphia
Lutreolina massoia,-23,Didelphimorphia
Lutrogale perspicillata,5.537335,Carnivora
Lycalopex culpaeus,-39.554456,Carnivora
Lycalopex fulvipes,-43.0743315,Carnivora
Lycalopex gymnocercus,-34.9125,Carnivora
Lycalopex sechurae,-6.03,Carnivora
Lycalopex vetulus,-19.634701,Carnivora
Lycaon pictus,-19.0283945,Carnivora
Lyncodon patagonicus,-39.91649,Carnivora
Lynx canadensis,61.655833,Carnivora
Lynx lynx,61.225171,Carnivora
Lynx pardinus,38.529999,Carnivora
Lynx rufus,36.756963999999996,Carnivora
Macaca arctoides,12.405785,Primates
Macaca cyclopis,23.482,Primates
Macaca hecki,0.74017,Primates
Macaca leonina,14.03,Primates
Macaca maura,-4.945075,Primates
Macaca munzala,27.191983,Primates
Macaca nigra,1.474841,Primates
Macaca nigrescens,0.533333,Primates
Macaca ochreata,-3.966667,Primates
Macaca silenus,13.5087,Primates
Macaca sinica,7.3,Primates
Macaca sylvanus,36.042091,Primates
Macaca tonkeana,0.316667,Primates
Macroderma gigas,-16.3940275,Chiroptera
Macroglossus minimus,-4.2,Chiroptera
Macroglossus sobrinus,-6.13,Chiroptera
Macrophyllum macrophyllum,4.683,Chiroptera
Macropus fuliginosus,-33.125,Diprotodontia
Macropus goliah,-32.656113,Diprotodontia
Macropus greyi,-36.965279,Diprotodontia
Macroscelides micus,-20.58907,Macroscelidea
Macrotarsomys bastardi,-21.452777,Rodentia
Macrotarsomys ingens,-16.227,Rodentia
Macrotis lagotis,-34.9523,Peramelemorphia
Macrotis leucura,-25.5,Peramelemorphia
Macrotus californicus,32.41417,Chiroptera
Macrotus waterhousii,19.23333,Chiroptera
Macruromys elegans,-3.5,Rodentia
Macruromys major,-6.25953805464979,Rodentia
Madoqua guentheri,4.091666999999999,Artiodactyla
Madoqua kirkii,-3.3581114999999997,Artiodactyla
Madoqua piacentinii,-3.243867,Artiodactyla
Madoqua saltiana,9.166667,Artiodactyla
Madoqua swaynei,11.634563,Artiodactyla
Madromys blanfordi,6.58333,Rodentia
Makalata didelphoides,4.53,Rodentia
Makalata macrura,2.43,Rodentia
Malacomys cansdalei,5.833,Rodentia
Malacomys edwardsi,5.85,Rodentia
Malacomys longipes,0.5,Rodentia
Mallomys aroaensis,-7.383619832263453,Rodentia
Mallomys istapantap,-6.10585474790304,Rodentia
Mallomys rothschildi,-3.9167,Rodentia
Malpaisomys insularis,28.616671,Rodentia
Mammalodon colliveri,-38.268749,Cetacea
Mammelomys rattoides,-3.312,Rodentia
Mandrillus leucophaeus,4.65,Primates
Mandrillus sphinx,3.0167,Primates
Manis crassicaudata,18.919453,Pholidota
Manis culionensis,9.75,Pholidota
Manis gigantea,6.42,Pholidota
Manis javanica,5.83333,Pholidota
Manis temminckii,1.6079,Pholidota
Manis tetradactyla,3.9833,Pholidota
Manis tricuspis,3.03,Pholidota
Margaretamys beccarii,1.152697,Rodentia
Margaretamys elegans,-2.8181,Rodentia
Margaretamys parvus,-2.8181,Rodentia
Marmosa agilis,-5.65798,Didelphimorphia
Marmosa alstoni,10.304950000000002,Didelphimorphia
Marmosa andersoni,-12.833333,Didelphimorphia
Marmosa bruchi,-34,Didelphimorphia
Marmosa impavida,-0.049327,Didelphimorphia
Marmosa incana,-4.25,Didelphimorphia
Marmosa lepida,-0.25715,Didelphimorphia
Marmosa leucastra,-5.122447,Didelphimorphia
Marmosa mimetra,-0.2167,Didelphimorphia
Marmosa noctivaga,-1.0783,Didelphimorphia
Marmosa quichua,-12.68333,Didelphimorphia
Marmosa rubra,-1.533333,Didelphimorphia
Marmosa xerophila,11.17,Didelphimorphia
Marmosops bishopi,-12.7508315,Didelphimorphia
Marmosops cracens,11.2,Didelphimorphia
Marmosops dorothea,-16.362415,Didelphimorphia
Marmosops fuscatus,10.34917,Didelphimorphia
Marmosops handleyi,7.15,Didelphimorphia
Marmosops impavidus,1.95,Didelphimorphia
Marmosops incanus,-19.965,Didelphimorphia
Marmosops invictus,-0.686,Didelphimorphia
Marmosops juninensis,-10.617,Didelphimorphia
Marmosops neblina,-6.5833315,Didelphimorphia
Marmosops noctivagus,-12.13,Didelphimorphia
Marmosops parvidens,4.93,Didelphimorphia
Marmosops paulensis,-24.333333,Didelphimorphia
Marmosops pinheiroi,4.2815,Didelphimorphia
Marmota bobak,51.376395,Rodentia
Marmota broweri,68.73477349999999,Rodentia
Marmota caligata,51.3211315,Rodentia
Marmota monax,42.146041499999995,Rodentia
Marmota olympus,47.9699495,Rodentia
Marmota sibirica,47.725882,Rodentia
Marmota vancouverensis,49.5716185,Rodentia
Martes flavigula,16.096016,Carnivora
Martes foina,47.22367,Carnivora
Martes gwatkinsii,11.437258,Carnivora
Martes martes,52.45,Carnivora
Martes pennanti,46.2098,Carnivora
Massoutiera mzabi,23.2,Rodentia
Mastacomys fuscus,-36.4,Rodentia
Mastomys coucha,-8.65,Rodentia
Mastomys erythroleucus,9.42,Rodentia
Mastomys huberti,8.367,Rodentia
Mastomys kollmannspergeri,10.9,Rodentia
Mastomys natalensis,-6.7699,Rodentia
Mastomys pernanus,-2.51667,Rodentia
Mastomys shortridgei,-18.35,Rodentia
Maxomys alticola,6.0801,Rodentia
Maxomys baeodon,2.132664,Rodentia
Maxomys bartelsii,-6.75,Rodentia
Maxomys dollmani,-2.49369,Rodentia
Maxomys hellwaldii,-0.65008,Rodentia
Maxomys hylomyoides,-1.70639,Rodentia
Maxomys inas,4.52,Rodentia
Maxomys moi,15.2,Rodentia
Maxomys musschenbroekii,0.7589,Rodentia
Maxomys ochraceiventer,2.67,Rodentia
Maxomys panglima,8.813031,Rodentia
Maxomys rajah,2.85,Rodentia
Maxomys wattsi,-1.188631,Rodentia
Mazama bororo,-19.901389000000002,Artiodactyla
Mazama bricenii,6.47,Artiodactyla
Mazama chunyi,-12.563333,Artiodactyla
Mazama nana,-25.69074,Artiodactyla
Mazama rufina,4.461,Artiodactyla
Mazama temama,17.25385,Artiodactyla
Mazama zetta,7.169611,Artiodactyla
Megaderma lyra,22.0675,Chiroptera
Megaderma spasma,9.3666685,Chiroptera
Megaderma watwat,32.67,Chiroptera
Megadontomys cryophilus,17.573667,Rodentia
Megadontomys thomasi,17.549872695441824,Rodentia
Megaerops ecaudatus,3.716667,Chiroptera
Megaerops kusnotoi,-6.47,Chiroptera
Megaerops niphanae,12.867,Chiroptera
Megaerops wetmorei,7.085,Chiroptera
Megaloglossus azagnyi,5.853211,Chiroptera
Megaloglossus woermanni,4.15,Chiroptera
Megalomys desmarestii,14.6,Rodentia
Megaoryzomys curioi,0.073333,Rodentia
Megaptera novaeangliae,44.251,Cetacea
Megasorex gigas,19.415932651058483,Soricomorpha
Melanomys caliginosus,6.203634,Rodentia
Melanomys robustulus,-1.533333,Rodentia
Melanomys zunigae,-12.133333,Rodentia
Melasmothrix naso,-1.2884,Rodentia
Meles anakuma,35.12982,Carnivora
Meles canescens,32.929131,Carnivora
Mellivora capensis,-15.125,Carnivora
Melogale everetti,6.0801,Carnivora
Melogale orientalis,-6.75,Carnivora
Melogale personata,15.33333,Carnivora
Melomys bougainville,-7.1154765,Rodentia
Melomys burtoni,-13.353106499999999,Rodentia
Melomys capensis,-12.615722,Rodentia
Melomys cervinipes,-27.335906,Rodentia
Melomys leucogaster,-4.766635,Rodentia
Melomys lutillus,-5.226935990298736,Rodentia
Melomys rubicola,-9.15,Rodentia
Melomys rufescens,-4.493,Rodentia
Melonycteris melanops,-4.2,Chiroptera
Melursus ursinus,21.24807,Carnivora
Menetes berdmorei,13.75,Rodentia
Mephitis macroura,19.708611,Carnivora
Mephitis mephitis,36.364535000000004,Carnivora
Meriones arimalius,25.285431,Rodentia
Meriones chengi,42.94,Rodentia
Meriones crassus,30.049999,Rodentia
Meriones grandis,30.43,Rodentia
Meriones hurrianae,26.05,Rodentia
Meriones persicus,35.616667,Rodentia
Meriones rex,17,Rodentia
Meriones sacramenti,31.5,Rodentia
Meriones tamariscinus,45.530989000000005,Rodentia
Meriones unguiculatus,45.761233,Rodentia
Meriones vinogradovi,36.262219,Rodentia
Meriones zarudnyi,35.950766,Rodentia
Mesechinus dauuricus,47.763845,Erinaceomorpha
Mesembriomys gouldii,-12.5598,Rodentia
Mesembriomys macrurus,-15.3,Rodentia
Mesocapromys angelcabrerai,21.55,Rodentia
Mesocapromys auritus,22.76,Rodentia
Mesocapromys melanurus,20.58,Rodentia
Mesocapromys nanus,22.28,Rodentia
Mesocricetus aramaeus,32.67,Rodentia
Mesocricetus auratus,42.362063,Rodentia
Mesocricetus brandti,39,Rodentia
Mesocricetus newtoni,44.315806,Rodentia
