"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"5006","Pteronura brasiliensis","Mustelidae",23999.93,1
"5007","Ailuropoda melanoleuca","Ursidae",108400,1
"5008","Helarctos malayanus","Ursidae",46500,1
"5009","Melursus ursinus","Ursidae",93130,1
"5010","Tremarctos ornatus","Ursidae",140000.63,1
"5011","Ursus americanus","Ursidae",99949.36,1
"5012","Ursus arctos","Ursidae",180520.42,1
"5013","Ursus maritimus","Ursidae",388750.36,1
"5014","Ursus thibetanus","Ursidae",77500,1
"5015","Arctocephalus philippii","Otariidae",95000,1
"5016","Arctocephalus australis","Otariidae",45000,1
"5017","Arctocephalus gazella","Otariidae",97500,1
"5018","Arctocephalus pusillus","Otariidae",178500,1
"5019","Arctocephalus townsendi","Otariidae",105000,1
"5020","Arctocephalus tropicalis","Otariidae",84000,1
"5021","Arctocephalus galapagoensis","Otariidae",27000,1
"5022","Arctocephalus forsteri","Otariidae",101250,1
"5023","Callorhinus ursinus","Otariidae",45133,1
"5024","Eumetopias jubatus","Otariidae",310000,1
"5025","Neophoca cinerea","Otariidae",190000,1
"5026","Otaria flavescens","Otariidae",193670.53,1
"5027","Phocarctos hookeri","Otariidae",112300,1
"5028","Zalophus californianus","Otariidae",80000,1
"5029","Zalophus japonicus","Otariidae",80000,0
"5030","Zalophus wollebaeki","Otariidae",80000,0
"5031","Conepatus chinga","Mephitidae",1917.52,1
"5032","Conepatus humboldtii","Mephitidae",328,1
"5033","Conepatus leuconotus","Mephitidae",3500.02,1
"5034","Conepatus semistriatus","Mephitidae",1200,1
"5035","Mephitis macroura","Mephitidae",801.25,1
"5036","Mephitis mephitis","Mephitidae",2085.02,1
"5037","Mydaus javanensis","Mephitidae",2500,1
"5038","Mydaus marchei","Mephitidae",1414.2,1
"5039","Spilogale angustifrons","Mephitidae",334.37,0
"5040","Spilogale gracilis","Mephitidae",466.5,1
"5041","Spilogale putorius","Mephitidae",341,1
"5042","Spilogale pygmaea","Mephitidae",235,1
"5043","Spilogale aquaticus","Mephitidae",283.08,0
"5044","Bassaricyon alleni","Procyonidae",1235.01,1
"5045","Bassaricyon beddardi","Procyonidae",1235.01,1
"5046","Bassaricyon gabbii","Procyonidae",1250,1
"5047","Bassaricyon lasius","Procyonidae",1200,1
"5048","Bassaricyon pauli","Procyonidae",1200,1
"5049","Bassariscus astutus","Procyonidae",1129.51,1
"5050","Bassariscus sumichrasti","Procyonidae",899.99,1
"5051","Nasua nasua","Procyonidae",3793.85,1
"5052","Nasua narica","Procyonidae",4030.05,1
"5053","Nasuella olivacea","Procyonidae",1339.99,1
"5054","Potos flavus","Procyonidae",3000,1
"5055","Procyon cancrivorus","Procyonidae",6949.92,1
"5056","Procyon lotor","Procyonidae",5524.97,1
"5057","Procyon pygmaeus","Procyonidae",2500,1
"5058","Ailurus fulgens","Ailuridae",4900,1
"5059","Equus burchellii","Equidae",276000,1
"5060","Equus quagga","Equidae",4e+05,1
"5061","Equus zebra","Equidae",286998.75,1
"5062","Equus kiang","Equidae",275000,1
"5063","Equus caballus","Equidae",250000,1
"5064","Equus asinus","Equidae",244999.25,1
"5065","Equus grevyi","Equidae",407999.85,1
"5066","Equus hemionus","Equidae",240000,1
"5067","Tapirus bairdii","Tapiridae",299999.13,1
"5068","Tapirus indicus","Tapiridae",296250,1
"5069","Tapirus pinchaque","Tapiridae",148949.83,1
"5070","Tapirus terrestris","Tapiridae",207500.91,1
"5071","Ceratotherium simum","Rhinocerotidae",2949986.31,1
"5072","Dicerorhinus sumatrensis","Rhinocerotidae",1266667,1
"5073","Diceros bicornis","Rhinocerotidae",1180510.9,1
"5074","Rhinoceros sondaicus","Rhinocerotidae",1750000,1
"5075","Rhinoceros unicornis","Rhinocerotidae",1602333,1
"5076","Sus celebensis","Suidae",55000,1
"5077","Sus ahoenobarbus","Suidae",73569.74,0
"5078","Sus verrucosus","Suidae",81250,1
"5079","Sus scrofa","Suidae",96118.09,1
"5080","Sus salvanius","Suidae",7718,1
"5081","Sus oliveri","Suidae",73569.74,0
"5082","Sus cebifrons","Suidae",190792.3,1
"5083","Sus bucculentus","Suidae",81648.19,2
"5084","Sus barbatus","Suidae",96666.67,1
"5085","Sus philippensis","Suidae",190792.3,1
"5086","Babyrousa babyrussa","Suidae",1e+05,1
"5087","Babyrousa togeanensis","Suidae",1e+05,0
"5088","Babyrousa celebensis","Suidae",1e+05,0
"5089","Babyrousa bolabatuensis","Suidae",1e+05,0
"5090","Phacochoerus africanus","Suidae",82500,1
"5091","Phacochoerus aethiopicus","Suidae",71000.27,1
"5092","Hylochoerus meinertzhageni","Suidae",188500,1
"5093","Potamochoerus larvatus","Suidae",48781.25,1
"5094","Potamochoerus porcus","Suidae",70000.32,1
"5095","Catagonus wagneri","Tayassuidae",35566.41,1
"5096","Pecari tajacu","Tayassuidae",21266.69,1
"5097","Tayassu pecari","Tayassuidae",32233.69,1
"5098","Hexaprotodon liberiensis","Hippopotamidae",235001.16,1
"5099","Hippopotamus amphibius","Hippopotamidae",1417489.99,1
"5100","Camelus bactrianus","Camelidae",690000,1
"5101","Camelus dromedarius","Camelidae",601000,1
"5102","Lama glama","Camelidae",142500,1
"5103","Vicugna vicugna","Camelidae",47499.61,1
"5104","Neotragus moschatus","Bovidae",6499.95,1
"5105","Neotragus pygmaeus","Bovidae",4000,1
"5106","Neotragus batesi","Bovidae",2999.99,1
"5107","Oreotragus oreotragus","Bovidae",12999.9,1
"5108","Ammodorcas clarkei","Bovidae",28049.81,1
"5109","Antidorcas marsupialis","Bovidae",31500,1
"5110","Antilope cervicapra","Bovidae",37500,1
"5111","Dorcatragus megalotis","Bovidae",10249.91,1
"5112","Eudorcas rufina","Bovidae",40000,1
"5113","Eudorcas thomsonii","Bovidae",22907.43,1
"5114","Eudorcas rufifrons","Bovidae",26999.77,1
"5115","Gazella subgutturosa","Bovidae",28500,1
"5116","Gazella spekei","Bovidae",20000,1
"5117","Gazella erlangeri","Bovidae",20360.12,0
"5118","Gazella gazella","Bovidae",22749.93,1
"5119","Gazella dorcas","Bovidae",23000.11,1
"5120","Gazella arabica","Bovidae",12000,1
"5121","Gazella cuvieri","Bovidae",25000,1
"5122","Gazella saudiya","Bovidae",16000,1
"5123","Gazella leptoceros","Bovidae",22200,1
"5124","Gazella bennettii","Bovidae",18916.67,1
"5125","Litocranius walleri","Bovidae",37999.69,1
"5126","Madoqua kirkii","Bovidae",5300.05,1
"5127","Madoqua saltiana","Bovidae",3249.97,1
"5128","Madoqua piacentinii","Bovidae",2500,1
"5129","Madoqua guentheri","Bovidae",7499.98,1
"5130","Nanger granti","Bovidae",55464.46,1
"5131","Nanger soemmerringii","Bovidae",41582.93,1
"5132","Nanger dama","Bovidae",71424.81,1
"5133","Ourebia ourebi","Bovidae",17250.04,1
"5134","Procapra gutturosa","Bovidae",27750,1
"5135","Procapra przewalskii","Bovidae",27500,1
"5136","Procapra picticaudata","Bovidae",20000,1
"5137","Raphicerus melanotis","Bovidae",10249.91,1
"5138","Raphicerus sharpei","Bovidae",9499.92,1
"5139","Raphicerus campestris","Bovidae",10500.02,1
"5140","Saiga borealis","Bovidae",29000,0
"5141","Saiga tatarica","Bovidae",29000,1
"5142","Taurotragus oryx","Bovidae",569993.63,1
"5143","Taurotragus derbianus","Bovidae",680000,1
"5144","Tetracerus quadricornis","Bovidae",19000,1
"5145","Tragelaphus eurycerus","Bovidae",329003.11,1
"5146","Tragelaphus scriptus","Bovidae",43250.39,1
"5147","Tragelaphus strepsiceros","Bovidae",213501.04,1
"5148","Tragelaphus angasii","Bovidae",86600.42,1
"5149","Tragelaphus imberbis","Bovidae",81575.55,1
"5150","Tragelaphus buxtoni","Bovidae",215000.76,1
"5151","Tragelaphus spekii","Bovidae",77999.17,1
"5152","Bison bonasus","Bovidae",5e+05,1
"5153","Bison bison","Bovidae",579255.28,1
"5154","Bos frontalis","Bovidae",8e+05,1
"5155","Bos grunniens","Bovidae",416500,1
"5156","Bos taurus","Bovidae",9e+05,1
"5157","Bos sauveli","Bovidae",8e+05,1
"5158","Bos javanicus","Bovidae",625000,1
"5159","Boselaphus tragocamelus","Bovidae",169000,1
"5160","Bubalus bubalis","Bovidae",431250,1
"5161","Bubalus quarlesi","Bovidae",150000,1
"5162","Bubalus mindorensis","Bovidae",233333.33,1
"5163","Bubalus depressicornis","Bovidae",3e+05,1
"5164","Pseudoryx nghetinhensis","Bovidae",97842.2,1
"5165","Syncerus caffer","Bovidae",580002.68,1
"5166","Kobus kob","Bovidae",78500.06,1
"5167","Kobus leche","Bovidae",110749.05,1
"5168","Kobus megaceros","Bovidae",87500.39,1
"5169","Kobus vardonii","Bovidae",71500.65,1
"5170","Kobus ellipsiprymnus","Bovidae",210000.34,1
"5171","Pelea capreolus","Bovidae",20000,1
"5172","Redunca arundinum","Bovidae",58000.27,1
"5173","Redunca fulvorufula","Bovidae",29499.86,1
"5174","Redunca redunca","Bovidae",44050.41,1
"5175","Aepyceros melampus","Bovidae",52500.08,1
"5176","Alcelaphus caama","Bovidae",176115.97,1
"5177","Alcelaphus lichtensteinii","Bovidae",168695.66,1
"5178","Alcelaphus buselaphus","Bovidae",171001.53,1
"5179","Beatragus hunteri","Bovidae",79132.17,1
"5180","Connochaetes taurinus","Bovidae",179998.96,1
"5181","Connochaetes gnou","Bovidae",179998.96,1
"5182","Damaliscus pygargus","Bovidae",102000,1
"5183","Damaliscus superstes","Bovidae",120837.92,0
"5184","Damaliscus lunatus","Bovidae",136000.34,1
"5185","Damaliscus korrigum","Bovidae",127194.87,1
"5186","Ammotragus lervia","Bovidae",48000,1
"5187","Budorcas taxicolor","Bovidae",302000,1
"5188","Capra hircus","Bovidae",54250,1
"5189","Capra falconeri","Bovidae",41000,1
"5190","Capra ibex","Bovidae",85166.51,1
"5191","Capra caucasica","Bovidae",55000,1
"5192","Capra nubiana","Bovidae",62624.84,1
"5193","Capra pyrenaica","Bovidae",50000,1
"5194","Capra sibirica","Bovidae",130000,1
"5195","Capra walie","Bovidae",1e+05,1
"5196","Capricornis swinhoei","Bovidae",69093.52,0
"5197","Capricornis milneedwardsii","Bovidae",69093.52,0
"5198","Capricornis sumatraensis","Bovidae",110942.22,1
"5199","Capricornis rubidus","Bovidae",69093.52,0
"5200","Capricornis crispus","Bovidae",43030.64,1
"5201","Capricornis thar","Bovidae",69093.52,0
"5202","Hemitragus jayakari","Bovidae",23000,1
"5203","Hemitragus hylocrius","Bovidae",75000,1
"5204","Hemitragus jemlahicus","Bovidae",35200,1
"5205","Naemorhedus caudatus","Bovidae",27000,1
"5206","Naemorhedus goral","Bovidae",28500,1
"5207","Naemorhedus griseus","Bovidae",27655.49,0
"5208","Naemorhedus baileyi","Bovidae",27487.5,1
"5209","Oreamnos americanus","Bovidae",72500.33,1
"5210","Ovibos moschatus","Bovidae",340501.06,1
"5211","Ovis canadensis","Bovidae",74644.88,1
"5212","Ovis nivicola","Bovidae",90000,1
"5213","Ovis dalli","Bovidae",55650.62,1
"5214","Ovis aries","Bovidae",50000,1
"5215","Ovis ammon","Bovidae",180000,1
"5216","Pantholops hodgsonii","Bovidae",27500,1
"5217","Pseudois schaeferi","Bovidae",29250,1
"5218","Pseudois nayaur","Bovidae",45000,1
"5219","Rupicapra pyrenaica","Bovidae",30000,1
"5220","Rupicapra rupicapra","Bovidae",26100,1
"5221","Cephalophus rufilatus","Bovidae",11999.97,1
"5222","Cephalophus zebra","Bovidae",17500.08,1
"5223","Cephalophus weynsi","Bovidae",17000,1
"5224","Cephalophus silvicultor","Bovidae",72500.33,1
"5225","Cephalophus ogilbyi","Bovidae",20000,1
"5226","Cephalophus nigrifrons","Bovidae",13899.85,1
"5227","Cephalophus natalensis","Bovidae",11999.97,1
"5228","Cephalophus leucogaster","Bovidae",12699.89,1
"5229","Cephalophus adersi","Bovidae",9249.96,1
"5230","Cephalophus jentinki","Bovidae",70000.32,1
"5231","Cephalophus brookei","Bovidae",20863.36,0
"5232","Cephalophus dorsalis","Bovidae",20000,1
"5233","Cephalophus callipygus","Bovidae",18249.88,1
"5234","Cephalophus niger","Bovidae",20399.99,1
"5235","Cephalophus spadix","Bovidae",56000.25,1
"5236","Philantomba maxwellii","Bovidae",8557.69,1
"5237","Philantomba monticola","Bovidae",4896.05,1
"5238","Sylvicapra grimmia","Bovidae",19499.79,1
"5239","Addax nasomaculatus","Bovidae",70000.32,1
"5240","Hippotragus equinus","Bovidae",269997.66,1
"5241","Hippotragus leucophaeus","Bovidae",150000,1
"5242","Hippotragus niger","Bovidae",227499.27,1
"5243","Oryx leucoryx","Bovidae",87700,1
"5244","Oryx beisa","Bovidae",200576.52,1
"5245","Oryx dammah","Bovidae",2e+05,1
"5246","Oryx gazella","Bovidae",169001.28,1
"5247","Hyemoschus aquaticus","Tragulidae",10850.01,1
"5248","Moschiola meminna","Tragulidae",2938.14,1
"5249","Tragulus versicolor","Tragulidae",3706.24,0
"5250","Tragulus williamsoni","Tragulidae",3706.24,0
"5251","Tragulus nigricans","Tragulidae",3706.24,0
"5252","Tragulus napu","Tragulidae",4950,1
"5253","Tragulus kanchil","Tragulidae",3706.24,0
"5254","Tragulus javanicus","Tragulidae",2775,1
"5255","Moschus cupreus","Moschidae",2145.93,0
"5256","Moschus chrysogaster","Moschidae",14500,1
"5257","Moschus anhuiensis","Moschidae",2145.93,0
"5258","Moschus moschiferus","Moschidae",13000,1
"5259","Moschus leucogaster","Moschidae",2145.93,0
"5260","Moschus fuscus","Moschidae",12.5,1
"5261","Moschus berezovskii","Moschidae",9000,1
"5262","Alces americanus","Cervidae",541460.44,1
"5263","Alces alces","Cervidae",356998.16,1
"5264","Blastocerus dichotomus","Cervidae",86666.25,1
"5265","Capreolus pygargus","Cervidae",43752.21,1
"5266","Capreolus capreolus","Cervidae",22500,1
"5267","Hippocamelus bisulcus","Cervidae",70000.32,1
"5268","Hippocamelus antisensis","Cervidae",68599.35,1
"5269","Mazama rufina","Cervidae",25999.8,1
"5270","Mazama americana","Cervidae",22799.75,1
"5271","Mazama bororo","Cervidae",18809.87,0
"5272","Mazama bricenii","Cervidae",16499.85,1
"5273","Mazama chunyi","Cervidae",16499.85,1
"5274","Mazama gouazoubira","Cervidae",16633.17,1
"5275","Mazama pandora","Cervidae",18809.87,0
"5276","Mazama temama","Cervidae",18809.87,0
"5277","Mazama nana","Cervidae",16499.85,1
"5278","Odocoileus hemionus","Cervidae",54212.57,1
"5279","Odocoileus virginianus","Cervidae",55508.56,1
"5280","Ozotoceros bezoarticus","Cervidae",40000,1
"5281","Pudu mephistophiles","Cervidae",9599.97,1
"5282","Pudu puda","Cervidae",9749.9,1
"5283","Rangifer tarandus","Cervidae",86033.98,1
"5284","Axis kuhlii","Cervidae",55000,1
"5285","Axis calamianensis","Cervidae",40500,1
"5286","Axis porcinus","Cervidae",34418.5,1
"5287","Axis axis","Cervidae",67281.85,1
"5288","Cervus elaphus","Cervidae",165015.85,1
"5289","Cervus nippon","Cervidae",53000,1
"5290","Dama dama","Cervidae",52375,1
"5291","Elaphodus cephalophus","Cervidae",33500,1
"5292","Elaphurus davidianus","Cervidae",149000,1
"5293","Muntiacus feae","Cervidae",22000,1
"5294","Muntiacus crinifrons","Cervidae",36140.99,1
"5295","Muntiacus gongshanensis","Cervidae",19906.73,1
"5296","Muntiacus muntjak","Cervidae",15925.79,1
"5297","Muntiacus vuquangensis","Cervidae",36690.82,1
"5298","Muntiacus putaoensis","Cervidae",19506.63,0
"5299","Muntiacus atherodes","Cervidae",15600,1
"5300","Muntiacus reevesi","Cervidae",13500,1
"5301","Muntiacus rooseveltorum","Cervidae",10762.64,1
"5302","Muntiacus truongsonensis","Cervidae",19506.63,0
"5303","Muntiacus puhoatensis","Cervidae",19506.63,0
"5304","Przewalskium albirostris","Cervidae",161681.9,1
"5305","Rucervus schomburgki","Cervidae",107626.42,1
"5306","Rucervus eldii","Cervidae",95471.61,1
"5307","Rucervus duvaucelii","Cervidae",171223.86,1
"5308","Rusa unicolor","Cervidae",177522.9,1
"5309","Rusa alfredi","Cervidae",46475.04,1
"5310","Rusa marianna","Cervidae",49457.61,1
"5311","Rusa timorensis","Cervidae",66375.5,1
"5312","Hydropotes inermis","Cervidae",14000,1
"5313","Antilocapra americana","Antilocapridae",46082.92,1
"5314","Giraffa camelopardalis","Giraffidae",899994.8,1
"5315","Okapia johnstoni","Giraffidae",230001.15,1
"5316","Balaena mysticetus","Balaenidae",1e+08,1
"5317","Eubalaena australis","Balaenidae",2.3e+07,1
"5318","Eubalaena glacialis","Balaenidae",2.3e+07,1
"5319","Eubalaena japonica","Balaenidae",2.3e+07,0
"5320","Balaenoptera physalus","Balaenopteridae",7e+07,1
"5321","Balaenoptera acutorostrata","Balaenopteridae",1e+07,1
"5322","Balaenoptera bonaerensis","Balaenopteridae",35089915.83,0
"5323","Balaenoptera borealis","Balaenopteridae",2e+07,1
"5324","Balaenoptera edeni","Balaenopteridae",2e+07,1
"5325","Balaenoptera musculus","Balaenopteridae",1.9e+08,1
"5326","Megaptera novaeangliae","Balaenopteridae",3e+07,1
"5327","Eschrichtius robustus","Eschrichtiidae",28500000,1
"5328","Caperea marginata","Neobalaenidae",3.2e+07,1
"5329","Cephalorhynchus commersonii","Delphinidae",72400,1
"5330","Cephalorhynchus eutropia ","Delphinidae",45000,1
"5331","Cephalorhynchus heavisidii","Delphinidae",40000,1
"5332","Cephalorhynchus hectori","Delphinidae",50000,1
"5333","Delphinus capensis","Delphinidae",80000,0
"5334","Delphinus delphis","Delphinidae",80000,1
"5335","Feresa attenuata","Delphinidae",170000,1
"5336","Globicephala macrorhynchus","Delphinidae",726000,1
"5337","Globicephala melas","Delphinidae",8e+05,1
"5338","Grampus griseus","Delphinidae",387500,1
"5339","Lagenodelphis hosei","Delphinidae",164000,1
"5340","Lagenorhynchus albirostris","Delphinidae",180000,1
"5341","Lagenorhynchus australis","Delphinidae",120000,1
"5342","Lagenorhynchus cruciger","Delphinidae",110000,1
"5343","Lagenorhynchus obliquidens","Delphinidae",120000,1
"5344","Lagenorhynchus obscurus","Delphinidae",127500,1
"5345","Lagenorhynchus acutus","Delphinidae",182000,1
"5346","Lissodelphis borealis","Delphinidae",113000,1
"5347","Lissodelphis peronii","Delphinidae",116000,1
"5348","Orcaella brevirostris","Delphinidae",190000,1
"5349","Orcinus orca","Delphinidae",4300000,1
"5350","Peponocephala electra","Delphinidae",206000,1
"5351","Pseudorca crassidens","Delphinidae",1360000,1
"5352","Sotalia fluviatilis","Delphinidae",60000,1
"5353","Sousa chinensis","Delphinidae",280000,1
"5354","Sousa teuszii","Delphinidae",1e+05,1
"5355","Stenella attenuata","Delphinidae",57400,1
"5356","Stenella longirostris","Delphinidae",50500,1
"5357","Stenella frontalis","Delphinidae",110000,1
"5358","Stenella coeruleoalba","Delphinidae",135900,1
"5359","Stenella clymene","Delphinidae",68000,1
"5360","Tursiops aduncus","Delphinidae",175000,0
"5361","Tursiops truncatus","Delphinidae",175000,1
"5362","Steno bredanensis","Delphinidae",130000,1
"5363","Delphinapterus leucas","Monodontidae",1360000,1
"5364","Monodon monoceros","Monodontidae",9e+05,1
"5365","Neophocaena phocaenoides","Phocoenidae",32500,1
"5366","Phocoena dioptrica","Phocoenidae",65000,1
"5367","Phocoena phocoena","Phocoenidae",52500,1
"5368","Phocoena sinus","Phocoenidae",42500,1
"5369","Phocoena spinipinnis","Phocoenidae",60000,1
"5370","Phocoenoides dalli","Phocoenidae",102500,1
"5371","Tasmacetus shepherdi","Ziphiidae",2500000,1
"5372","Ziphius cavirostris","Ziphiidae",4775000,1
"5373","Berardius bairdii","Ziphiidae",11380000,1
"5374","Berardius arnuxii","Ziphiidae",7e+06,1
"5375","Hyperoodon ampullatus","Ziphiidae",5800000,1
"5376","Hyperoodon planifrons","Ziphiidae",3e+06,1
"5377","Indopacetus pacificus","Ziphiidae",2200000,1
"5378","Mesoplodon carlhubbsi","Ziphiidae",3400000,1
"5379","Mesoplodon stejnegeri","Ziphiidae",4800000,1
"5380","Mesoplodon peruvianus","Ziphiidae",2514984.32,0
"5381","Mesoplodon perrini","Ziphiidae",2514984.32,0
"5382","Mesoplodon mirus","Ziphiidae",2100000,1
"5383","Mesoplodon layardii","Ziphiidae",1500000,1
"5384","Mesoplodon hectori","Ziphiidae",1e+06,1
"5385","Mesoplodon grayi","Ziphiidae",2900000,1
"5386","Mesoplodon ginkgodens","Ziphiidae",1500000,1
"5387","Mesoplodon bidens","Ziphiidae",3400000,1
"5388","Mesoplodon densirostris","Ziphiidae",2300000,1
"5389","Mesoplodon bowdoini","Ziphiidae",2600000,1
"5390","Mesoplodon traversii","Ziphiidae",2514984.32,0
"5391","Mesoplodon europaeus","Ziphiidae",5600000,1
"5392","Kogia breviceps","Physeteridae",431500,1
"5393","Kogia sima","Physeteridae",183066.66,1
"5394","Physeter catodon","Physeteridae",14025000,1
"5395","Platanista gangetica","Platanistidae",115000,1
"5396","Platanista minor","Platanistidae",83914.59,1
"5397","Inia geoffrensis","Iniidae",129250,1
"5398","Lipotes vexillifer","Iniidae",83500,1
